key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100015,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),9))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1551,9,10,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100016,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1552,9,10,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100017,"マスターズメンド","耐久を30回復する。",242,249,1952,9,10,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100018,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1566,9,10,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100019,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100020,"ブランド・オブ・ファイア","耐久を消費して、作業を進める。
火属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",239,246,1559,-1,0,1,0,False,0,0,100020,0,0,0,0,0,0,0
100021,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1565,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100022,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1567,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100023,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,9,10,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100024,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100025,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100026,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100027,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100028,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100029,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100030,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),10))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1601,10,11,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100031,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1602,10,11,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100032,"マスターズメンド","耐久を30回復する。",242,249,1952,10,11,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100033,"突貫作業","耐久を消費して、作業を進める。
効率：250
成功率：50％",241,248,1619,-1,0,1,0,False,0,0,100033,100033,100033,100033,100033,100033,100033,100033
100034,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1616,10,11,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100035,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100036,"ブランド・オブ・アイス","耐久を消費して、作業を進める。
氷属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",239,246,1609,-1,0,1,0,False,0,0,100036,0,0,0,0,0,0,0
100037,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1615,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100038,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1617,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100039,"ピース・バイ・ピース","耐久を消費して、残り工数の1/3程度作業（上限:1000）を進める。 
成功率：90％",239,246,1622,-1,0,1,0,False,0,0,100039,100039,100039,100039,100039,100039,100039,100039
100040,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,10,11,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100041,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100042,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100043,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100044,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100045,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),12))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1701,12,13,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100046,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1702,12,13,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100047,"マスターズメンド","耐久を30回復する。",242,249,1952,12,13,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100048,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1716,12,13,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100049,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100050,"ブランド・オブ・アース","耐久を消費して、作業を進める。
土属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",239,246,1709,-1,0,1,0,False,0,0,100050,0,0,0,0,0,0,0
100051,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1715,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100052,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1717,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100053,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,12,13,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100054,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100055,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100056,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100057,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100058,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100059,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100060,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),13))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1751,13,14,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100061,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1752,13,14,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100062,"マスターズメンド","耐久を30回復する。",242,249,1952,13,14,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100063,"模範作業","耐久を消費して、作業を進める。
確実に成功する。 
効率：90
成功率：100％",240,247,1768,-1,0,1,0,False,0,0,100063,100063,100063,100063,100063,100063,100063,100063
100064,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1765,13,14,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100065,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100066,"ブランド・オブ・ライトニング","耐久を消費して、作業を進める。
雷属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",239,246,1758,-1,0,1,0,False,0,0,100066,0,0,0,0,0,0,0
100067,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1764,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100068,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1766,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100069,"模範作業II","耐久を消費して、作業を進める。
確実に成功する。 
効率：120
成功率：100％",240,247,1771,-1,0,1,0,False,0,0,100069,100069,100069,100069,100069,100069,100069,100069
100070,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,13,14,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100071,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100072,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100073,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100074,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100075,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),11))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1651,11,12,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100076,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1652,11,12,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100077,"マスターズメンド","耐久を30回復する。",242,249,1952,11,12,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100078,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1665,11,12,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100079,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100080,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1664,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100081,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1666,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100082,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,11,12,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100083,"堅実作業","耐久を消費して、作業を40だけ進める。
成功率：90％",239,246,1673,-1,0,1,0,False,0,0,100083,100083,100083,100083,100083,100083,100083,100083
100084,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100085,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100086,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100087,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100088,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100089,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100090,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),14))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1801,14,15,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100091,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1802,14,15,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100092,"マスターズメンド","耐久を30回復する。",242,249,1952,14,15,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100093,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1816,14,15,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100094,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100095,"ブランド・オブ・ウォーター","耐久を消費して、作業を進める。
水属性レシピの場合は効率が2倍。
効率：100（200）
成功率：90％",239,246,1809,-1,0,1,0,False,0,0,100095,0,0,0,0,0,0,0
100096,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1815,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100097,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1817,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100098,"秘訣","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
CPが20回復する。",242,249,1819,-1,0,1,0,False,0,0,100098,100098,100098,100098,100098,100098,100098,100098
100099,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,14,15,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100100,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100101,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100102,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100103,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100104,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100105,"作業","耐久を消費して、作業を進める。
効率：<If(Equal(PlayerParameter(68),15))><If(GreaterThanOrEqualTo(PlayerParameter(69),31))>120<Else/>100</If><Else/>100</If>
成功率：100％",239,246,1851,15,16,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100106,"加工","耐久を消費して、品質を上げる。
効率：100
成功率：100％",240,247,1852,15,16,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100107,"マスターズメンド","耐久を30回復する。",242,249,1952,15,16,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100108,"ヘイスティタッチ","耐久を消費して、品質を上げる。CPを消費しないが成功率が低い。
効率：100
成功率：50％",241,248,1868,-1,0,1,0,False,0,0,100108,100108,100108,100108,100108,100108,100108,100108
100109,"中級加工","耐久を消費して、品質を上げる。
効率：125
成功率：100％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボ条件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>加工　<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>コンボボーナス：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>消費CPが18になる",240,247,1865,15,16,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100110,"マスターズメンドII","耐久を60回復する。",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100111,"中級作業","耐久を消費して、作業を進める。
効率：150
成功率：90％",239,246,1864,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100112,"上級加工","耐久を消費して、品質を上げる。
効率：150
成功率：90％",240,247,1866,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100113,"経過観察","1ターン何もせずに見守る。",11586,11587,1954,15,16,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100114,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100115,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100116,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100117,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100118,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100119,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100120,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100121,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100122,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100123,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100124,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100125,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100126,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100127,"ビエルゴの技巧","耐久を消費して、品質を上げる。
「インナークワイエット」でステータス上昇した回数につき効率が10上昇する。
使用後に「インナークワイエット」の効果は終了する。
効率：150（150～）
成功率：70％
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>マイスター時：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>必ず成功する
",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100128,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1524,8,9,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100129,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1574,9,10,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100130,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1625,10,11,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100131,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1676,11,12,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100132,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1724,12,13,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100133,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1774,13,14,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100134,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1825,14,15,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100135,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>状態が「高品質」以上の時にのみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「インナークワイエット」のスタック数+1（最大10）
効率：150
成功率：100％",240,247,1875,15,16,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100136,"確信","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>1ターン目のみ使用可能。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、総工数の1/3程度作業（上限：1000）を進める。
成功率：100％",239,246,1876,-1,0,1,0,False,0,0,100136,100136,100136,100136,100136,100136,100136,100136
100137,"イノベイティブタッチ","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>[マイスター専用アクション]<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
耐久を消費して、品質を上げる。
追加効果：「イノベーション」を付与する
効率：100
成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
