key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1047,"調度品（卓上）",2,12,255,0,5,False,True,True,True,True,True,True,True,True
1048,"調度品（壁掛け）",2,12,255,0,6,False,True,True,True,True,True,True,True,False
1049,"その他",2,12,255,0,7,False,False,False,False,False,False,False,True,False
1050,"アメリアンス",6,80,255,0,8,False,True,True,True,True,True,True,True,True
1051,"秘伝書:第10巻",1,90,255,0,1,True,True,True,True,True,True,True,True,True
1052,"オーナメント（その2）",3,73,255,0,4,False,False,False,False,False,False,False,True,False
1053,"アンデン",6,80,255,0,9,False,True,True,True,True,True,True,True,True
1054,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
1055,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
1056,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
2000,"クルザス",10,255,50,0,9,False,True,True,True,True,True,True,True,True
2001,"ドラヴァニア",10,255,50,0,8,False,True,True,True,True,True,True,True,True
2002,"アバラシア",10,255,50,0,7,False,True,True,True,True,True,True,True,True
2003,"ギラバニア",10,255,60,0,6,False,True,True,True,True,True,True,True,True
2004,"オサード",10,255,60,0,5,False,True,True,True,True,True,True,True,True
2005,"ノルヴラント",10,255,70,0,4,False,True,True,True,True,True,True,True,True
2006,"イシュガルド復興",11,255,1,74,3,False,True,True,True,True,True,True,True,True
2007,"スカイスチールツール",11,255,80,69384,2,False,True,True,True,True,True,True,True,True
2008,"50-70",9,255,50,67631,3,False,True,True,True,True,True,True,True,True
2009,"71-80",9,255,70,67631,2,False,True,True,True,True,True,True,True,True
2010,"北洋地域・イルサバード",10,255,80,0,3,False,True,True,True,True,True,True,True,True
2011,"星外宙域",10,255,80,69932,2,False,True,True,True,True,True,True,True,True
2012,"古代世界",10,255,80,69956,1,False,True,True,True,True,True,True,True,True
2013,"81-90",9,255,80,67631,1,False,True,True,True,True,True,True,True,True
2014,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
2015,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
