key,0,1,2,3,4,5,6,7,8,9,10,11
131133,4165794,138,590634,0,0,1,1,0,0,False,"「エールポート」へ行く","「エールポート」へ移動しますか？"
131134,4264587,138,590635,590636,590637,22,1,0,0,False,"「幻影諸島」へ行く","「幻影諸島」へ移動しますか？
運賃：40ギル"
131135,4165794,138,0,0,0,1,1,0,0,False,"「エールポート」へ行く","「エールポート」へ移動しますか？"
131136,4264605,138,590638,590639,590640,23,1,0,0,False,"「海蛇の巣穴」へ行く","「海蛇の巣穴」へ移動しますか？
運賃：40ギル"
131137,4321669,156,0,0,0,1,1,0,0,False,"","「隠された工房」から出ますか？"
131138,4102803,132,590843,0,0,1,1,0,0,False,"","グリダニアへ移動しますか？"
131139,4332112,137,0,0,0,1,1,0,0,False,"","「大迷宮バハムート：邂逅編」から退出しますか？"
131140,4332121,147,0,0,0,1,1,0,390,False,"","「大迷宮バハムート：邂逅編」から退出しますか？"
131141,4331241,247,0,0,0,1,1,389,0,False,"","作動させますか？"
131142,4498658,351,0,0,0,1,1,0,0,False,"","「暁の間」へ入りますか？"
131143,4498656,351,0,0,0,1,1,0,0,False,"","「暁の間」から出ますか？"
131144,4498659,351,0,0,0,1,1,0,0,False,"","「石の家」へ入りますか？"
131145,4498857,156,0,0,0,1,1,0,0,False,"","「石の家」から出ますか？"
131146,4506602,156,0,0,0,1,1,0,0,False,"","「八剣士の前庭」へ入りますか？"
131147,4506605,156,0,0,0,1,1,0,0,False,"","「八剣士の前庭」から出ますか？"
131148,0,0,0,0,0,1,6,0,0,False,"","「ハウス」へ入りますか？"
131149,0,0,0,0,0,1,7,0,0,False,"","「ハウス」から出ますか？"
131150,4549235,340,591149,0,0,1,1,0,0,False,"",""
131151,4549391,148,591150,0,0,1,1,0,0,False,"",""
131152,4618997,180,0,0,0,1,1,0,0,False,"","「第13洞穴団の錬金工房」から出ますか？"
131153,4629135,138,0,0,0,1,1,0,0,False,"","「ノォヴの育成地」に戻りますか？ "
131154,4629135,138,0,0,0,1,1,0,0,False,"","「ノォヴの育成地」に戻りますか？ "
131155,4629135,138,0,0,0,1,1,0,0,False,"","「ノォヴの育成地」に戻りますか？ "
131156,4629135,138,0,0,0,1,1,0,0,False,"","「ノォヴの育成地」に戻りますか？ "
131157,4629135,138,0,0,0,1,1,0,0,False,"","「ノォヴの育成地」に戻りますか？ "
131158,4549235,340,591254,591260,0,24,1,0,0,False,"「ラベンダーベッド」へ行く",""
131159,1381038,133,591255,591261,0,24,1,0,0,False,"",""
131160,4664433,339,591256,591262,0,25,1,0,0,False,"「ミスト・ヴィレッジ」へ行く",""
131161,4165749,129,591257,591263,0,25,1,0,0,False,"",""
131162,4656744,341,591258,591264,0,26,1,0,0,False,"",""
131163,4660251,131,591259,591265,0,26,1,0,0,False,"",""
131164,4678209,154,0,0,0,1,1,0,0,False,"","「エオルゼア地下空間」から退出しますか？"
131165,4332121,147,0,0,0,1,1,0,0,False,"","「大迷宮バハムート：侵攻編」から退出しますか？"
131166,5036036,395,591750,0,0,1,1,0,0,False,"","「応接室」へ移動しますか？"
131167,5036025,155,0,0,0,1,1,0,0,False,"","「応接室」から出ますか？"
131168,5038695,152,0,0,0,1,1,0,0,False,"","会場から退出しますか？"
131169,5049372,137,590097,0,0,1,1,0,0,False,"「洋上の大型船」へ行く","「洋上の大型船」へ移動しますか？"
131170,4165755,137,590098,0,0,1,1,0,0,False,"「コスタ・デル・ソル」へ行く","「コスタ・デル・ソル」へ移動しますか？"
131171,5341046,129,0,0,0,1,1,0,0,False,"","「双剣士ギルド」から出ますか？"
131172,5341051,129,591865,0,0,27,1,0,0,False,"「双剣士ギルド」へ入る","「双剣士ギルド」へ入りますか？"
131173,5341521,137,0,0,0,1,1,0,0,False,"","「船着場の平屋」 から出ますか？"
131174,5341524,137,591889,591888,0,28,1,0,0,False,"「船着場の平屋」へ入る","「船着場の平屋」へ移動しますか？"
131175,5404445,147,0,0,0,1,1,0,0,False,"","「エオルゼア地下空間」から退出しますか？"
131176,5038252,392,0,0,0,1,8,0,0,False,"","セレモニー会場「久遠の聖堂」へ入りますか？"
131177,5448900,388,591975,0,0,1,1,0,0,False,"","「チョコボスクウェア」へ移動しますか？"
131178,5448873,144,591981,0,0,1,1,0,0,False,"","「エントランススクウェア」へ移動しますか？"
131179,5649379,144,0,591990,0,29,1,0,0,False,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？
運賃：無料"
131180,5649379,144,0,591990,0,29,1,0,0,False,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？
運賃：無料"
131181,5649379,144,0,591990,0,29,1,0,0,False,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？
運賃：無料"
131182,4103399,128,0,0,592264,30,1,0,0,False,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？
運賃：120ギル"
131183,4103339,130,0,0,0,1,1,0,0,False,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？
運賃：無料"
131184,4103382,132,0,0,592264,30,1,0,0,False,"「グリダニア」へ行く","「グリダニア」へ移動しますか？
運賃：120ギル"
131185,5827477,418,592249,0,0,1,1,0,0,False,"","「皇都イシュガルド」へ移動しますか？"
131186,5835896,155,592250,0,0,1,1,0,0,False,"","「大審門」へ移動しますか？"
131187,5822019,439,592251,0,0,1,1,0,0,False,"「ライトフェザー闘技場」へ行く","「ライトフェザー闘技場」へ入りますか？"
131188,5835987,401,0,0,0,1,1,0,0,False,"「キャンプ・クラウドトップ」へ行く","「キャンプ・クラウドトップ」へ移動しますか？
運賃：無料"
131189,5836049,401,592253,0,0,1,1,0,0,False,"","「ブルーウィンドウ」へ移動しますか？"
131190,5836085,402,592254,0,0,1,1,0,0,False,"「魔大陸アジス・ラー」へ行く","「魔大陸アジス・ラー」へ移動しますか？"
131191,5821242,427,592255,0,0,1,1,0,0,False,"","「聖アンダリム神学院」へ入りますか？"
131192,5822004,433,592256,0,0,1,1,0,0,False,"","「フォルタン家」へ入りますか？"
131193,5827748,419,0,0,0,1,1,0,0,False,"","「聖アンダリム神学院」から出ますか？"
131194,5827491,418,0,0,0,1,1,0,0,False,"","「神殿騎士団総長室」から出ますか？"
131195,5827750,419,0,0,0,1,1,0,0,False,"","「フォルタン家」から出ますか？"
131196,5827495,418,0,0,0,1,1,0,0,False,"","「ライトフェザー闘技場」から出ますか？"
131197,5835975,419,592257,0,0,1,1,0,0,False,"","「イシュガルド・ランディング」へ移動しますか？
運賃：無料"
131198,5835975,419,0,0,0,1,1,0,0,False,"","「イシュガルド・ランディング」へ移動しますか？"
131199,5836077,400,592259,0,0,1,1,0,0,False,"","「ドラヴァニア雲海」へ移動しますか？"
131200,5836076,398,0,0,0,1,1,0,0,False,"","「高地ドラヴァニア」へ移動しますか？"
131201,5851087,463,0,0,0,1,1,0,0,False,"","「マトーヤの洞窟」へ入りますか？"
131202,5822097,399,0,0,0,1,1,0,0,False,"","「マトーヤの洞窟」から出ますか？"
131203,5835975,419,0,0,0,1,1,0,0,False,"","「イシュガルド・ランディング」へ移動しますか？"
131204,5878288,429,0,0,0,5,9,0,0,False,"",""
131205,5878405,418,0,0,0,1,1,0,0,False,"","退出しますか？"
131206,5857271,398,0,0,0,1,1,0,0,False,"","「供物穴」から出ますか？"
131207,5890154,402,0,0,0,1,1,0,0,False,"","「アルファ管区」へ移動しますか？"
131208,5890159,402,0,0,0,1,1,0,0,False,"","「ベータ管区」へ移動しますか？"
131209,5890166,402,0,0,0,1,1,0,0,False,"","「ベータ管区」へ移動しますか？"
131210,5890180,402,0,0,0,1,1,0,0,False,"","「ガンマ管区」へ移動しますか？"
131211,5890183,402,0,0,0,1,1,0,0,False,"","「ガンマ管区」へ移動しますか？"
131212,5890184,402,0,0,0,1,1,0,0,False,"","「デルタ管区」へ移動しますか？"
131213,5867863,402,0,0,0,1,1,0,0,False,"","「魔大陸中枢」から出ますか？"
131214,5959290,399,0,0,0,1,1,0,0,False,"","「アレキサンダー結節点」から退出しますか？"
131215,5959290,399,0,0,0,1,1,0,0,False,"","「ゴルディオス・ノット」から退出しますか？"
131216,6034535,504,592868,0,0,31,1,0,0,False,"話す","「かいはつしつ」へ移動しますか？"
131217,6034570,130,0,0,0,1,1,0,0,False,"かいはつしつから出る","「かいはつしつ」から出ますか？"
131218,6045307,399,0,0,0,1,1,0,0,False,"","抜け道を利用して、
「低地ドラヴァニア」へ移動しますか？"
131219,6215554,132,0,0,0,1,1,0,0,False,"","「双蛇党兵舎」から出ますか？"
131220,6235159,399,0,593136,0,32,1,0,0,False,"","「道案内する冒険者」のもとへ移動しますか？"
131221,6236358,399,0,0,0,1,1,0,0,False,"","「アレキサンダー結節点」から退出しますか？"
131222,6236358,399,0,0,0,1,1,0,0,False,"","「ミダース・ノット」から退出しますか？"
131223,6256320,567,0,0,0,1,1,0,0,False,"","「パロック繋留基地」へ移動しますか？"
131224,6256553,401,0,0,0,1,1,0,0,False,"","「アバラシア雲海」へ移動しますか？"
131225,6256675,568,0,0,0,1,1,0,0,False,"","「レオファードの私室」へ入りますか？"
131226,6256329,567,0,0,0,1,1,0,0,False,"","「レオファードの私室」から出ますか？"
131227,6256327,567,0,0,0,1,1,0,0,False,"","「パロック島」へ移動しますか？"
131228,6256326,567,0,0,0,1,1,0,0,False,"","「飛空艇発着場」へ移動しますか？"
131229,5835975,419,0,0,590453,33,1,0,0,False,"「イシュガルド」へ行く","「イシュガルド」へ移動しますか？
運賃：150ギル"
131230,5835975,419,0,0,590454,33,1,0,0,False,"「イシュガルド」へ行く","「イシュガルド」へ移動しますか？
運賃：150ギル"
131231,5835975,419,0,0,590455,33,1,0,0,False,"「イシュガルド」へ行く","「イシュガルド」へ移動しますか？
運賃：150ギル"
131232,4103339,130,0,0,592480,33,1,0,0,False,"「ウルダハ」へ行く","「ウルダハ」へ移動しますか？
運賃：150ギル"
131233,4103382,132,0,0,592480,33,1,0,0,False,"「グリダニア」へ行く","「グリダニア」へ移動しますか？
運賃：150ギル"
131234,4103399,128,0,0,592480,33,1,0,0,False,"「リムサ・ロミンサ」へ行く","「リムサ・ロミンサ」へ移動しますか？
運賃：150ギル"
131235,5827477,418,0,0,0,1,1,0,0,False,"","「イシュガルド」に移動しますか？"
131236,6385473,153,0,0,0,1,1,0,0,False,"","「死者の宮殿」から退出しますか？"
131237,5835975,419,0,0,592480,33,1,0,0,False,"「イシュガルド」へ行く","「イシュガルド」へ移動しますか？
運賃：150ギル"
131238,5649379,144,0,0,592264,34,1,0,0,False,"「ゴールドソーサー」へ行く","「ゴールドソーサー」へ移動しますか？
運賃：無料"
131239,6485807,399,0,0,0,1,1,0,0,False,"","「中央管制室」から退出しますか？"
131240,6483471,611,593427,593426,0,35,1,0,0,False,"話す","「小児病棟」へ移動しますか？"
131241,6483427,131,0,0,0,1,1,0,0,False,"","「小児病棟」から出ますか？"
131242,6485807,399,0,0,0,1,1,0,0,False,"","「中枢大動力室」から退出しますか？"
131243,6515006,128,0,0,0,1,1,0,0,False,"","「黒渦団兵舎」から出ますか？"
131244,6515008,130,0,0,0,1,1,0,0,False,"","「不滅隊兵舎」から出ますか？"
131245,6654103,629,0,0,0,5,10,0,0,False,"",""
131246,6654162,628,0,0,0,1,1,0,0,False,"","退出しますか？"
131247,6728838,156,0,0,0,1,1,0,0,False,"","「オメガ管制室」から出ますか？"
131248,6663537,641,593638,0,0,1,1,0,0,False,"",""
131249,6654210,628,593640,593639,0,36,1,0,0,False,"",""
131250,6873899,152,593642,0,0,1,1,0,0,False,"","「アマリセ監視哨」へ移動しますか？"
131251,6873933,612,593643,0,0,1,1,0,0,False,"","「カストルム・オリエンス」へ移動しますか？"
131252,6873901,129,0,0,593644,37,1,0,0,False,"","「リムサ・ロミンサ」へ移動しますか？
運賃：300ギル"
131253,6874066,628,0,0,593645,37,1,0,0,False,"","「クガネ」へ移動しますか？
運賃：300ギル"
131254,6873937,612,593646,0,0,1,1,0,0,False,"","「ヴィルジャラの涸れ谷」方面へ移動しますか？"
131255,6873936,612,593647,0,0,1,1,0,0,False,"","「パイクフォールズ」方面へ移動しますか？"
131256,6873958,621,593648,0,0,1,1,0,0,False,"","「アラミガン・クォーター」へ移動しますか？"
131257,6873957,621,593649,0,0,1,1,0,0,False,"","「地下水路」へ移動しますか？"
131258,6873954,621,593650,0,0,1,1,0,0,False,"","「アラミガン・クォーター」へ移動しますか？"
131259,6873952,621,593651,0,0,1,1,0,0,False,"","「アラミガン・クォーター」から出ますか？"
131260,6874048,628,0,0,0,1,1,0,0,False,"","「ウルダハ商館応接室」から出ますか？"
131261,6874031,639,593652,0,0,1,1,0,0,False,"「ウルダハ商館応接室」へ行く","「ウルダハ商館応接室」へ入りますか？"
131262,6874050,628,0,0,0,1,1,0,0,False,"","「クガネ・ランディング」へ移動しますか？"
131263,6874054,628,0,0,0,1,1,0,0,False,"","「クガネ・ランディング」から出ますか？"
131264,6874512,681,593655,0,0,1,1,0,0,False,"「烈士庵」へ行く","「烈士庵」へ入りますか？"
131265,6874127,614,593656,0,0,1,1,0,0,False,"","「烈士庵」へ入りますか？"
131266,6874125,614,593657,0,0,1,1,0,0,False,"","「烈士庵」から出ますか？"
131267,6877425,682,593661,0,0,1,1,0,0,False,"","「ドマ町人地」へ移動しますか？"
131268,6877422,614,593660,0,0,1,1,0,0,False,"","「無二江流域」へ移動しますか？"
131269,6874086,622,593658,0,0,1,1,0,0,False,"","「明けの玉座」から下りますか？"
131270,6874087,622,593659,593665,0,38,1,0,0,False,"","「明けの玉座」に上りますか？"
131271,6889710,620,593662,0,0,1,1,0,0,False,"","「スペキュラ・インペラトリス」へ移動しますか？"
131272,6889712,620,593663,0,0,1,1,0,0,False,"","「スペキュラ・インペラトリス」から出ますか？"
131273,6890265,612,0,0,0,1,1,0,0,False,"","「ジャナン・カット地下祭壇」から出ますか？"
131274,6873901,129,0,0,0,1,1,0,0,False,"","「リムサ・ロミンサ」へ移動しますか？"
131275,6938717,612,0,593703,0,39,1,0,0,False,"","「傷だらけの偉丈夫」のもとへ移動しますか？"
131276,6988578,621,0,0,0,1,1,0,0,False,"","「屋上庭園」から出ますか？"
131277,6889710,620,0,0,0,1,1,0,0,False,"","ゲートの向こう側へ移動しますか？"
131278,6889712,620,0,0,0,1,1,0,0,False,"","ゲートの向こう側へ移動しますか？"
131279,6999027,612,0,0,0,1,1,0,0,False,"","「次元の狭間」から退出しますか？"
131280,7073364,140,0,0,0,1,1,0,0,False,"","「モルディオン監獄」から出ますか？"
131281,7078657,735,594538,0,0,1,1,0,0,False,"","「大道具部屋」へ移動しますか？"
131282,7082407,628,0,0,0,1,1,0,0,False,"","「クガネ」へ移動しますか？"
131283,7080658,736,0,0,0,1,1,0,0,False,"","「ブリッジ」へ移動しますか？"
131284,7080809,735,0,0,0,1,1,0,0,False,"","「大道具部屋」へ移動しますか？"
131285,7083135,621,0,0,0,1,1,0,0,False,"","「アラミゴ王宮」から出ますか？"
131286,7102724,621,0,0,0,1,1,0,0,False,"","「超越技術研究所」から出ますか？"
131287,7151251,740,594578,0,0,1,1,0,0,False,"","「空中庭園」へ移動しますか？"
131288,7103377,621,0,0,0,1,1,0,0,False,"","「空中庭園」から出ますか？"
131289,7083135,621,594628,0,0,1,1,0,0,False,"","「アラミゴ王宮」から出ますか？"
131290,7156750,613,594638,0,594639,40,1,0,0,False,"","「サカズキ島」へ移動しますか？
運賃：30ギル"
131291,7156756,613,594640,0,594641,40,1,0,0,False,"","「オノコロ島」へ移動しますか？
運賃：30ギル"
131292,7164043,739,593661,0,0,1,1,0,0,False,"","「ドマ町人地」へ移動しますか？"
131293,7182462,759,594559,0,0,1,1,0,0,False,"","「ドマ町人地」へ移動しますか？"
131294,7226681,759,0,0,0,1,1,0,0,False,"","「帰燕館」から出ますか？"
131295,7239198,764,594756,0,0,1,1,0,0,False,"「醴泉神社」へ行く","「醴泉神社」へ移動しますか？"
131296,7343563,614,0,0,0,1,1,0,0,False,"","「ヤンサ」へ移動しますか？"
131297,7239363,613,594754,0,0,1,1,0,0,False,"","「醴泉神社」から出ますか？"
131298,7420749,613,0,0,0,1,1,0,0,False,"","「アメノミハシラ」から退出しますか？"
131299,6873937,612,594718,0,0,1,1,0,0,False,"","「ヴィルジャラの涸れ谷」方面へ移動しますか？"
131300,7080658,736,594829,0,0,1,1,0,0,False,"","劇場艇プリマビスタの「ブリッジ」に戻りますか？"
131301,7447849,622,594861,0,0,1,1,0,0,False,"","「ドーロ・イロー」から下りますか？"
131302,7448849,622,594860,0,0,1,1,0,0,False,"","「ドーロ・イロー」に上りますか？"
131303,7672498,809,594983,0,0,1,1,0,0,False,"","「廃屋敷」へ移動しますか？"
131304,7672337,133,0,0,0,1,1,0,0,False,"","「廃屋敷」から出ますか？"
131305,7743671,621,0,0,0,1,1,0,0,False,"","「ギラバニア湖畔地帯」へ移動しますか？"
131306,7743671,621,0,0,0,1,1,0,0,False,"","「ギラバニア湖畔地帯」へ移動しますか？"
131307,7761499,132,0,0,0,1,1,0,0,False,"","「ハウリングアイ石塔群」から出ますか？"
131308,7078657,735,596781,0,0,1,1,0,0,False,"","「大道具部屋」で、劇場艇の者たちを待ちますか？"
131309,7830042,828,0,0,0,1,1,0,0,False,"","「大道具部屋」へ移動しますか？"
131310,7848800,827,0,0,0,1,1,0,0,False,"","「バル川源流域」へ移動しますか？"
131311,7878066,819,0,0,0,1,1,0,0,False,"","「星見の間」から出ますか？"
131312,7878085,819,0,0,0,1,1,0,0,False,"","退出しますか？"
131313,7878501,820,596477,0,0,1,1,0,0,False,"","「樹梢の層」へ移動しますか？"
131314,7878500,820,596478,0,0,1,1,0,0,False,"「樹根の層」へ行く","「樹根の層」へ移動しますか？"
131315,7878732,844,596475,596176,0,43,1,0,0,False,"","「星見の間」へ移動しますか？"
131316,7877999,843,0,0,0,41,11,0,0,False,"話す",""
131317,7933894,878,0,0,0,1,1,0,0,False,"","「無の大地」へ移動しますか？"
131318,7933164,815,0,0,0,1,1,0,0,False,"","「アム・アレーン」へ移動しますか？"
131319,7932479,857,0,0,0,1,1,0,0,False,"","「エデンコア」へ移動しますか？"
131320,7932937,878,0,0,0,1,1,0,0,False,"","「無の大地」へ移動しますか？"
131321,7935659,814,0,595193,0,42,1,0,0,False,"","「物腰柔らかな元兵士」のもとへ移動しますか？"
131322,8010128,842,596573,0,0,1,1,0,0,False,"","「シルクスの峡間」へ移動しますか？"
131323,8010132,156,0,0,0,1,1,0,0,False,"","「銀泪湖北岸」へ移動しますか？"
131324,8010063,844,596472,0,0,1,1,0,0,False,"","装置に触れて「第一世界」へ転移しますか？"
131325,8010129,842,0,0,0,1,1,0,0,False,"「原初世界」へ転移する","「原初世界」へ転移しますか？"
131326,8010180,814,0,0,0,1,1,0,0,False,"","「コルシア島」へ移動しますか？"
131327,8010338,818,0,0,0,1,1,0,0,False,"","「テンペスト」へ移動しますか？"
131328,8010129,842,596473,0,0,1,1,0,0,False,"","「原初世界」へ転移しますか？"
131329,8015551,814,596474,0,0,1,1,0,0,False,"「コルシア島」へ行く","「コルシア島」へ移動しますか？"
131330,8015653,814,596479,0,0,1,1,0,0,False,"","「トップラング」へ移動しますか？"
131331,8015648,814,596480,0,0,1,1,0,0,False,"","「ボトムラング」へ移動しますか？"
131332,8015796,819,596482,0,0,1,1,0,0,False,"","「クリスタリウム」へ移動しますか？"
131333,8016454,818,596481,0,0,1,1,0,0,False,"","「テンペスト」へ移動しますか？"
131334,8015677,814,0,0,0,1,1,0,0,False,"","「コルシア島」へ移動しますか？"
131335,7980014,815,596476,0,0,1,1,0,0,False,"","「アム・アレーン」へ移動しますか？"
131336,8015796,819,595595,0,0,1,1,0,0,False,"","「クリスタリウム」へ移動しますか？"
131337,8015796,819,596533,0,0,1,1,0,0,False,"「クリスタリウム」へ行く","「クリスタリウム」へ移動しますか？"
131338,8050969,815,596572,0,0,1,1,0,0,False,"","「南アンバーヒル」へ移動しますか？"
131339,8050970,815,0,0,0,1,1,0,0,False,"","「トゥワイン」へ移動しますか？"
131340,8050982,818,0,0,0,1,1,0,0,False,"","「アコラの塔：地階」へ移動しますか？"
131341,8050981,818,0,0,0,1,1,0,0,False,"","「アコラの塔：上階」へ移動しますか？"
131342,8141167,886,0,0,0,45,1,0,0,False,"「蒼天街」へ行く","「蒼天街」へ移動しますか？"
131343,8141780,418,596706,0,0,1,1,0,0,False,"","「雲霧街」へ移動しますか？"
131344,8141925,816,596692,0,0,1,1,0,0,False,"","「イル・メグ」へ移動しますか？"
131345,8141929,890,596691,0,0,1,1,0,0,False,"","「リェー・メグ」へ移動しますか？"
