key,0,1,2,3,4
50,190208,82091,163,2007,"呪術士"
51,190209,82091,164,2008,"巴術士"
52,190210,82091,165,2050,"ナイト（シンプル）"
53,190211,82091,166,2051,"戦士（シンプル）"
54,190212,82091,167,2052,"暗黒騎士（シンプル）"
55,190213,82091,168,2053,"ガンブレイカー（シンプル）"
56,190214,82091,169,2054,"白魔道士（シンプル）"
57,190215,82091,170,2055,"学者（シンプル）"
58,190216,82091,171,2056,"占星術師（シンプル）"
59,190217,82091,172,2057,"賢者（シンプル）"
60,190218,82091,173,2058,"モンク（シンプル）"
61,190219,82091,174,2059,"竜騎士（シンプル）"
62,190220,82091,175,2060,"忍者（シンプル）"
63,190221,82091,176,2061,"侍（シンプル）"
64,190222,82091,177,2062,"リーパー（シンプル）"
65,190223,82091,178,2063,"吟遊詩人（シンプル）"
66,190224,82091,179,2064,"機工士（シンプル）"
67,190225,82091,180,2065,"踊り子（シンプル）"
68,190226,82091,181,2066,"黒魔道士（シンプル）"
69,190227,82091,182,2067,"召喚士（シンプル）"
70,190228,82091,183,2068,"赤魔道士（シンプル）"
71,190229,82091,184,2069,"青魔道士（シンプル）"
72,190230,82091,244,2100,"木工師（シンプル）"
73,190231,82091,245,2101,"鍛冶師（シンプル）"
74,190232,82091,246,2102,"甲冑師（シンプル）"
75,190233,82091,247,2103,"彫金師（シンプル）"
76,190234,82091,248,2104,"革細工師（シンプル）"
77,190235,82091,249,2105,"裁縫師（シンプル）"
78,190236,82091,250,2106,"錬金術師（シンプル）"
79,190237,82091,251,2107,"調理師（シンプル）"
80,190238,82091,276,2108,"採掘師（シンプル）"
81,190239,82091,277,2109,"園芸師（シンプル）"
82,190240,82091,278,2110,"漁師（シンプル）"
83,190502,82091,299,1001,"グリダニア"
84,190501,82091,299,1000,"リムサ・ロミンサ"
85,190503,82091,299,1002,"ウルダハ"
86,190701,82091,319,2500,"絶バハムート討滅戦"
87,190702,82091,320,2501,"絶アルテマウェポン破壊作戦"
88,190703,82091,321,2502,"絶アレキサンダー討滅戦"
89,190704,82091,322,2503,"絶竜詩戦争"
90,190412,82091,323,3209,"クリスタルコンフリクト：王者S2"
91,190413,82091,324,3210,"クリスタルコンフリクト：勇者S2"
92,190414,82091,325,3211,"クリスタルコンフリクト：入賞者S2"
93,190415,82091,326,3217,"クリスタルコンフリクト：ブロンズS2"
94,190416,82091,327,3216,"クリスタルコンフリクト：シルバーS2"
95,190417,82091,328,3215,"クリスタルコンフリクト：ゴールドS2"
96,190418,82091,329,3214,"クリスタルコンフリクト：プラチナS2"
97,190419,82091,330,3213,"クリスタルコンフリクト：ダイヤモンドS2"
98,190420,82091,331,3212,"クリスタルコンフリクト：クリスタルS2"
99,190421,82091,332,3218,"クリスタルコンフリクト：王者S3"
100,190422,82091,333,3219,"クリスタルコンフリクト：勇者S3"
101,190423,82091,334,3220,"クリスタルコンフリクト：入賞者S3"
102,190424,82091,335,3226,"クリスタルコンフリクト：ブロンズS3"
103,190425,82091,336,3225,"クリスタルコンフリクト：シルバーS3"
104,190426,82091,337,3224,"クリスタルコンフリクト：ゴールドS3"
105,190427,82091,338,3223,"クリスタルコンフリクト：プラチナS3"
106,190428,82091,339,3222,"クリスタルコンフリクト：ダイヤモンドS3"
107,190429,82091,340,3221,"クリスタルコンフリクト：クリスタルS3"
108,190430,82091,341,3002,"クリスタルコンフリクト：ブルー"
109,190431,82091,342,3003,"クリスタルコンフリクト：レッド"
110,190705,82091,343,2400,"ヴァリアントダンジョン：シラディハ水道"
111,190966,82091,344,2304,"友好部族クエスト：オミクロン族"
112,190012,82091,1,12,"青空"
113,190013,82091,1,11,"砂浜"
114,190014,82091,1,13,"星空"
115,190015,82091,1,19,"煉瓦"
116,190016,82091,1,20,"コミック"
117,190017,82091,1,17,"キルト：ブラック"
118,190018,82091,1,18,"キルト：ホワイト"
119,190019,82091,1,21,"幾何学模様：サークル"
120,190020,82091,1,16,"エーテルエフェクト：パープル"
121,190021,82091,1,14,"エーテルエフェクト：ブルー"
122,190022,82091,1,15,"エーテルエフェクト：レッド"
123,190023,82091,347,22,"楽譜"
124,190024,82091,1,23,"東方風"
125,190025,82091,1,900,"アイテム：レアリティ1"
126,190026,82091,1,901,"アイテム：レアリティ2"
127,190027,82091,1,902,"アイテム：レアリティ3"
128,190028,82091,1,903,"アイテム：レアリティ4"
129,190029,82091,1,904,"アイテム：レアリティ5"
130,190601,82091,346,1010,"国旗：リムサ・ロミンサ"
131,190602,82091,346,1011,"国旗：グリダニア"
132,190603,82091,346,1012,"国旗：ウルダハ"
133,190432,82091,409,3227,"クリスタルコンフリクト：王者S4"
134,190433,82091,410,3228,"クリスタルコンフリクト：勇者S4"
135,190434,82091,411,3229,"クリスタルコンフリクト：入賞者S4"
136,190440,82091,412,3230,"クリスタルコンフリクト：クリスタルS4"
137,190439,82091,413,3231,"クリスタルコンフリクト：ダイヤモンドS4"
138,190438,82091,414,3232,"クリスタルコンフリクト：プラチナS4"
139,190437,82091,415,3233,"クリスタルコンフリクト：ゴールドS4"
140,190436,82091,416,3234,"クリスタルコンフリクト：シルバーS4"
141,190435,82091,417,3235,"クリスタルコンフリクト：ブロンズS4"
142,190441,82091,418,3236,"クリスタルコンフリクト：王者S5"
143,190442,82091,419,3237,"クリスタルコンフリクト：勇者S5"
144,190443,82091,420,3238,"クリスタルコンフリクト：入賞者S5"
145,190449,82091,421,3239,"クリスタルコンフリクト：クリスタルS5"
146,190448,82091,422,3240,"クリスタルコンフリクト：ダイヤモンドS5"
147,190447,82091,423,3241,"クリスタルコンフリクト：プラチナS5"
148,190446,82091,424,3242,"クリスタルコンフリクト：ゴールドS5"
149,190445,82091,425,3243,"クリスタルコンフリクト：シルバーS5"
150,190444,82091,426,3244,"クリスタルコンフリクト：ブロンズS5"
151,190450,82091,427,3004,"チーム・ファルコン"
152,190451,82091,428,3005,"チーム・レイヴン"
153,190962,82091,429,2300,"友好部族クエスト：ピクシー族"
154,190963,82091,430,2301,"友好部族クエスト：キタリ族"
155,190964,82091,431,2302,"友好部族クエスト：ドワーフ族"
156,190965,82091,432,2303,"友好部族クエスト：アルカソーダラ族"
157,0,0,0,0,""
158,0,0,0,0,""
159,0,0,0,0,""
160,0,0,0,0,""
161,190713,82091,467,2250,"クロニクルクエスト：四聖獣奇譚"
162,190714,82091,468,2340,"無人島開拓1"
163,190715,82091,469,2341,"無人島開拓2"
164,0,0,0,0,""
165,0,0,0,0,""
166,0,0,0,0,""
167,0,0,0,0,""
168,0,0,0,0,""
169,0,0,0,0,""
170,0,0,0,0,""
