key,0,1,2,3,4,5,6
74,1579319,8,15,"ミッドナイトブルー","ミッドナイトブルー",False,True
75,3618631,8,16,"シャドウブルー","シャドウブルー",False,True
76,3222871,8,17,"アビサルブルー","アビサルブルー",False,True
77,8880046,9,1,"ラベンダーブルー","ラベンダーブルー",False,True
78,5326176,9,2,"グルームパープル","グルームパープル",False,True
79,3288123,9,3,"カラントパープル","カラントパープル",False,True
80,12033724,9,4,"アイリスパープル","アイリスパープル",False,True
81,3877437,9,5,"グレープパープル","グレープパープル",False,True
82,16699125,9,6,"ロータスピンク","ロータスピンク",False,True
83,14457802,9,7,"コリブリピンク","コリブリピンク",False,True
84,7950956,9,8,"プラムパープル","プラムパープル",False,True
85,6697038,9,9,"リーガルパープル","リーガルパープル",False,True
86,14942225,4,10,"ルビーレッド","ルビーレッド",False,True
87,16070555,4,11,"チェリーピンク","チェリーピンク",False,True
88,16709732,6,10,"カナリーイエロー","カナリーイエロー",False,True
89,16511412,6,11,"バニライエロー","バニライエロー",False,True
90,3746,8,18,"ドラグーンブルー","ドラグーンブルー",False,True
91,307149,8,19,"ターコイズブルー","ターコイズブルー",False,True
92,6316136,10,21,"ガンメタル","ガンメタル",True,False
93,15328218,10,22,"パールホワイト","パールホワイト",True,False
94,15192471,10,23,"シャインブラス","シャインブラス",True,False
95,0,0,0,"","",False,False
96,0,0,0,"","",False,False
97,0,0,0,"","",False,False
98,0,0,0,"","",False,False
99,0,0,0,"","",False,False
100,0,0,0,"","",False,False
101,16382196,10,1,"ピュアホワイト","ピュアホワイト",False,True
102,1973790,10,2,"ジェットブラック","ジェットブラック",False,True
103,16632006,10,3,"パステルピンク","パステルピンク",False,True
104,3283225,10,4,"ダークレッド","ダークレッド",False,True
105,2629916,10,5,"ダークブラウン","ダークブラウン",False,True
106,12242858,10,6,"パステルグリーン","パステルグリーン",False,True
107,1387564,10,7,"ダークグリーン","ダークグリーン",False,True
108,9872601,10,8,"パステルブルー","パステルブルー",False,True
109,1187629,10,9,"ダークブルー","ダークブルー",False,True
110,12301786,10,10,"パステルパープル","パステルパープル",False,True
111,2301990,10,11,"ダークパープル","ダークパープル",False,True
112,10987431,10,12,"シルバー","シャインシルバー",True,False
113,15590973,10,13,"ゴールド","シャインゴールド",True,False
114,11935051,10,14,"メタリックレッド","メタリックレッド",True,False
115,14978095,10,15,"メタリックオレンジ","メタリックオレンジ",True,False
116,16046662,10,16,"メタリックイエロー","メタリックイエロー",True,False
117,2271063,10,17,"メタリックグリーン","メタリックグリーン",True,False
118,6214886,10,18,"メタリックスカイブルー","メタリックスカイブルー",True,False
119,5264089,10,19,"メタリックブルー","メタリックブルー",True,False
120,10708674,10,20,"メタリックパープル","メタリックパープル",True,False
