key,0,1,2,3,4
29,"豊漁：ロータノ海","達成条件：ロータノ海にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65910,23
30,"豊漁：ロータノ海","達成条件：ロータノ海にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65910,24
31,"豊漁：シェルダレー諸島","達成条件：シェルダレー諸島にてパーティ合計で10種類以上、魚を釣り上げる。",110,65920,16
32,"豊漁：シェルダレー諸島","達成条件：シェルダレー諸島にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65920,17
33,"豊漁：シェルダレー諸島","達成条件：シェルダレー諸島にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65920,18
34,"豊漁：緋汐海","達成条件：緋汐海にてパーティ合計で10種類以上、魚を釣り上げる。",110,65921,25
35,"豊漁：緋汐海","達成条件：緋汐海にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65921,26
36,"豊漁：緋汐海","達成条件：緋汐海にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65921,27
37,"豊漁：ロズリト湾","達成条件：ロズリト湾にてパーティ合計で10種類以上、魚を釣り上げる。",110,65922,28
38,"豊漁：ロズリト湾","達成条件：ロズリト湾にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65922,29
39,"豊漁：ロズリト湾","達成条件：ロズリト湾にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65922,30
40,"貝殻収集家","達成条件：パーティ合計で350匹以上、貝を釣り上げる。",130,65930,52
41,"スルメドラグーン","達成条件：パーティ合計で400匹以上、イカを釣り上げる。",130,65931,53
42,"海老散らない","達成条件：個人合計で50匹以上、エビを釣り上げる。",120,65932,54
43,"豊漁：セイレーン海","達成条件：セイレーン海にてパーティ合計で10種類以上、魚を釣り上げる。",110,65926,40
44,"豊漁：セイレーン海","達成条件：セイレーン海にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65926,41
45,"豊漁：セイレーン海","達成条件：セイレーン海にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65926,42
46,"豊漁：クガネ","達成条件：クガネにてパーティ合計で10種類以上、魚を釣り上げる。",110,65927,43
47,"豊漁：クガネ","達成条件：クガネにてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65927,44
48,"豊漁：クガネ","達成条件：クガネにてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65927,45
49,"豊漁：紅玉海","達成条件：紅玉海にてパーティ合計で10種類以上、魚を釣り上げる。",110,65928,46
50,"豊漁：紅玉海","達成条件：紅玉海にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65928,47
51,"豊漁：紅玉海","達成条件：紅玉海にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65928,48
52,"豊漁：無二江","達成条件：無二江にてパーティ合計で10種類以上、魚を釣り上げる。",110,65929,49
53,"豊漁：無二江","達成条件：無二江にてパーティ合計で9種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65929,50
54,"豊漁：無二江","達成条件：無二江にてパーティ合計で8種類以上、魚を釣り上げる。(パーティ人数による補正発動中)",110,65929,51
