key,0,1,2,3,4,5,6,7,8,9,10
24,68702,0,3,6,2,114718,114118,114418,"四聖獣奇譚","","ひとりの侍が、類い希な力を持つ獣たち、
「四聖獣」を引き連れ鬼に挑むという、おとぎ話「テンゼンの鬼退治」。
しかし、その裏に隠された真実があるとしたら？
紅玉海の片隅で、奇妙な物語が幕を開ける。"
25,66038,0,2,7,1,114719,114119,114419,"ヒルディブランド","","第七霊災によって死んだと思われていた、あの男が帰ってきた！
天知る、地知る、事件知る、その名は旅の事件屋、ヒルディブランド！
大胆不敵で知的な紳士とともに、
エオルゼアの人々を悩ませる難事件を解決せよ！"
26,67908,0,2,7,2,114720,114120,114420,"ヒルディブランド 蒼天編","","天高く舞い上がり、北方の空へと消えた事件屋ヒルディブランド。
彼の姿を追い求め、事件屋の助手ナシュ・マカラッカが
皇都イシュガルドに降り立つ。果たしてヒルディブランドは生きているのか……。
今度は凍える北の地で、事件屋劇場の幕が上がる！"
27,68704,0,2,7,3,114721,114121,114421,"ヒルディブランド 紅蓮編","","東の空に消えた紳士を求め、ナシュ・マカラッカ、東方へ。
そこで耳にしたのは、商港「クガネ」を騒がす、
神出鬼没の「こそドロ一匹オオカミ」の噂だった……。
東方の地で、事件屋劇場の幕が三度上がる！"
28,67900,0,2,8,1,114722,114122,114422,"聖アンダリム神学院記","","光の戦士たちが暴いた竜詩戦争にまつわる「真実」は、
皇都の歴史と宗教を根底から覆すものであった。
その影響は、イシュガルド正教の聖職者養成機関「聖アンダリム神学院」にも及び、
多くの神学生たちを巻き込む騒動へと発展していくことになる。"
29,67015,0,2,9,1,114723,114123,114423,"竜詩戦争番外編","","追憶行、
雪踏みしめて旅の果て、
目に浮かびしは、友の微笑み。
竜詩戦争が終結したことを受けて、光の戦士は追憶の旅に出る。"
30,66075,0,7,10,1,114724,114124,114424,"木工師クエスト 1","","グリダニアでは、黒衣森の自然を活かした木材加工の技術が多く用いられており、
木工に携わる者の集う「木工師ギルド」は、生活基盤の一端を担ってきた。
冒険者は、木を愛するギルドマスター「ベアティヌ」のもとで木工を学び、
作り上げた品をとおして、森都に住まう人々の悩みを解決していく。"
31,67537,0,7,10,2,114725,114125,114425,"木工師クエスト 2","","ギルドマスター「ベアティヌ」の友人「ゲイルハード」の弓を巡る騒動は、
冒険者が製作した新たな弓と、ゲイルハードの帰還によって無事の決着となった。
そして、木工師としてひとまわり成長を遂げた冒険者は、
一本の使い込まれた槍をベアティヌから託され、イシュガルドへと向かう。"
32,67981,0,7,10,3,114726,114126,114426,"木工師クエスト 3","","騎士を目指していた「バルトヴュー」は、冒険者の製作した槍で、
父親の仇であるドラゴンの討伐を果たし、神殿騎士団の門を叩くに至った。
冒険者は、バルトヴューの門出を見届けたのち、
今度は「新人木工師」のお目付役として、ともにひんがしの国へと旅立つ。"
33,65838,0,7,11,1,114727,114127,114427,"鍛冶師クエスト 1","","リムサ・ロミンサにおける鍛冶の発展は、海賊とコボルド族の存在なしには語れない。
改良と交流により発達した技術を、「鍛冶師ギルド」が今もなお守り続けている。
胃痛に悩む心配性なギルドマスター「ブリサエル」のもとで学ぶ冒険者は、
次々に舞い込む依頼をこなし、職人としての腕を磨いていくのだった。"
34,67547,0,7,11,2,114728,114128,114428,"鍛冶師クエスト 2","","交易商人「フェーズアール」の依頼で着実に成果をあげた冒険者は、
ギルドマスター「ブリサエル」をして名工と言わしめるほどの鍛冶師に成長する。
ようやく胃袋の安寧を得たブリサエルは、冒険者の次なる仕事として、
イシュガルドの名門貴族からの依頼を任せるのだった。"
35,68155,0,7,11,3,114729,114129,114429,"鍛冶師クエスト 3","","没落貴族「ジェルヴァン」家の若き当主「ロリス」は、
冒険者が修復した宝剣を振い、神殿騎士となるための第一歩を踏み出す。
イシュガルドでの仕事を無事に終えた冒険者だったが、
鍛冶師ギルドでは、東方からの「入門希望者」という嵐が待ち受けていた。"
36,65820,0,7,12,1,114730,114130,114430,"甲冑師クエスト 1","","源流である鍛冶師から分派し、板金技術を専門とする職人たち「甲冑師ギルド」は、
鍛冶師ギルドと切磋琢磨しながら、リムサ・ロミンサの人々を長く支えてきた。
技術共有と伝承を重視するギルドマスター「ハ・ナンザ」のもとで学び、
ギルド仲間とともに研鑽を重ねる冒険者の前へ、ひとりの甲冑師が立ちふさがる。"
37,67578,0,7,12,2,114731,114131,114431,"甲冑師クエスト 2","","孤高の甲冑師「ブランシュティル」との甲冑師三本勝負は、
メルウィブによる裁定の末、冒険者に軍配が上がって幕を閉じた。
それ以来、頭を冷やしていたブランシュティルだったが、冒険者による助力と、
とある冒険者一行との出会いをとおして、再起の道を進むことになる。"
38,68134,0,7,12,3,114732,114132,114432,"甲冑師クエスト 3","","冒険者一行からの依頼と向き合うことで、顧客に寄り添うことの大切さや、
仲間と高め合えることを学んだ甲冑師「ブランシュティル」は、大きく成長を遂げた。
しかし、鉄砲玉のようなこの男が、そう簡単に落ち着くはずもなく、
冒険者はブランシュティルとともに、東方との新たな技術交流を始めることに。"
39,66194,0,7,13,1,114733,114133,114433,"彫金師クエスト 1","","ザナラーンの豊富な鉱物資源と、交易都市としての繁栄が追い風となり、
彫金文化が開花したウルダハでは、「彫金師ギルド」の職人たちが活躍していた。
冒険者は、おっとりとしたギルドマスター「セレンディピティー」と、
審美眼を持つ「魔法人形」のもとで研鑽するうち、とある事件へと巻き込まれていく。"
40,67610,0,7,13,2,114734,114134,114434,"彫金師クエスト 2","","巷を騒がす噂の詐欺師「狐のジェイド」がついにお縄となり、
魔法人形「ネジ」も、冒険者の製作した装飾品を利用して、無事に修復された。
ギルドマスター「セレンディピティー」にその技術を評価された冒険者は、
ウルダハでも高名な宝飾店「エシュテム」の外商を紹介されることになる。"
41,68139,0,7,13,3,114735,114135,114435,"彫金師クエスト 3","","名門宝飾店「エシュテム」の外商「マルセル」に紹介された夫婦のため、
冒険者は対になるふたつのオルゴールを製作し、依頼者たちの記念日を彩った。
こうして、彫金師としてさらに腕をあげた冒険者のもとに、
思いがけない人物からの、ウルダハの未来を担う重要な依頼が持ち込まれる。"
42,65602,0,7,14,1,114736,114136,114436,"革細工師クエスト 1","","古くから狩猟が盛んな黒衣森を領することから、
グリダニアでは皮革産業が発展し、職人らの組合は後の「革細工師ギルド」となった。
超一流の腕を持つギルドマスター「ゲヴァ」のもとで「命」を扱うことを学び、
冒険者は、「新興の革細工ブランド」を巡る騒動へと立ち向かっていく。"
43,67615,0,7,14,2,114737,114137,114437,"革細工師クエスト 2","","新興の革細工ブランド「アンクル・ボサ」との小競り合いは、
冒険者の製作した品が「品評会」で最高賞を勝ち取ったことで落着した。
そして、ギルドマスター「ゲヴァ」からの頼みを引き受けた冒険者は、
イシュガルドで店を構える「新進気鋭の商人」を訪ねることになる。"
44,68151,0,7,14,3,114738,114138,114438,"革細工師クエスト 3","","新進気鋭の商人「エルド」と協力し、多くの市民に良質な品を提供したことで、
冒険者の名工としての名は、イシュガルドにおいて広く知れ渡るのだった。
職人として大きく成長した冒険者は、ギルドマスター「ゲヴァ」に見込まれ、
とある「博物学者」から寄せられた、特殊な依頼を任される。"
45,66190,0,7,15,1,114739,114139,114439,"裁縫師クエスト 1","","ザナラーンで古くより続く繊維業は、東方からの安物流入による大打撃を契機に、
職人の技術共有と品質向上を目的とする「裁縫師ギルド」を結成し、発展してきた。
冒険者は、麗しのギルドマスター「レドレント・ローズ」とともに、
着こなしに疎い「採掘師」の一途な恋路を、その技術をもって応援することになる。"
46,67542,0,7,15,2,114740,114140,114440,"裁縫師クエスト 2","","採掘師「ワワルッカ」と宝石商の令嬢「ココモ」の恋路は、
冒険者の仕立てた衣装が一助となり、無事に両想いの仲へと発展するのだった。
そして、多忙なギルドマスター「レドレント・ローズ」に代わり、
冒険者は、ファッションの勉強に励むべく、イシュガルドの地を目指す。"
47,67971,0,7,15,3,114741,114141,114441,"裁縫師クエスト 3","","貴族の娘「アヴェリル」を裁縫の技で支えた冒険者は、
母とのわだかまりを解消し、想い人のために戦場へと旅立つ彼女の勇姿を見送った。
イシュガルドでの勉強を終え、裁縫師ギルドへと戻った冒険者は、
ギルドマスター「レドレント・ローズ」の依頼で、ある商談に同席することになる。"
48,66186,0,7,16,1,114742,114142,114442,"錬金術師クエスト 1","","異端の秘術と忌避された錬金術は、「フロンデール薬学院」によって認識が改められ、
結果、研究者たちがウルダハへと集い、「錬金術師ギルド」が設立された。
冒険者は、研究に没頭するギルドマスター「セヴェリアン」の小間使いとなり、
彼が追い求める「究極の錬金術」の完成を手助けすることになる。"
49,67605,0,7,16,2,114743,114143,114443,"錬金術師クエスト 2","","ギルドマスター「セヴェリアン」は、冒険者の助力で「究極の錬金術」を完成させ、
今は亡き最愛の恋人「ワ・ナージャ」の魂と、つかのまの再会を果たすのだった。
そして、セヴェリアンから「深遠なる野暮用」を与えられた冒険者は、
とある事件にかかわる鑑定書を携え、レヴナンツトールへと向かう。"
50,67976,0,7,16,3,114744,114144,114444,"錬金術師クエスト 3","","冒険者ギルドの「ウィルトウェーク」と「チャネネ」に協力した冒険者は、
捜査顧問としての役目を果たし、首謀者の捕縛をもって事件を解決へと導いた。
しかし、助手使いの荒いギルドマスター「セヴェリアン」から新たな雑用を託され、
冒険者は、ウルダハの墓地で「奇妙な死体」と対面することになる。"
51,65806,0,7,17,1,114745,114145,114445,"調理師クエスト 1","","ラノシアの海と山の幸、そして交易による食材や香辛料、調理法の流入により、
リムサ・ロミンサでは調理が大きく発展し、「調理師ギルド」が創設された。
冒険者は、海都が誇るレストラン「ビスマルク」総料理長を兼ねる、
ギルドマスター「リングサス」のもとでの修行をとおして、食通たちを唸らせる。"
52,67583,0,7,17,2,114746,114146,114446,"調理師クエスト 2","","ウルダハの女王「ナナモ」の晩餐会で見事な料理を振る舞った冒険者は、
食通ロロリトにひと泡吹かせ、レストラン「ビスマルク」の看板を守り抜いた。
調理師として名を上げた冒険者は、ギルドマスター「リングサス」の紹介で、
三大海賊のひとつ「紅血聖女団」の酒場「永遠の乙女亭」へと向かう。"
53,68144,0,7,17,3,114747,114147,114447,"調理師クエスト 3","","永遠の乙女亭の料理長「ハ・マシャ・ティア」との料理対決は、
料理大会「デルモン・ドール」で史上最高点を出した冒険者の勝利となった。
そんな、名実ともに超一流の調理師となった冒険者のもとに、
ファンを自称する「元冒険者の調理師」が現れ、ともに東方料理を学ぶことになる。"
54,66182,0,8,18,1,114748,114148,114448,"採掘師クエスト 1","","鉱脈豊かなザナラーンでは鉱業が産業の柱となったが、採掘師たちの立場は弱く、
鉱山主らに対抗するために、「採掘師ギルド」が組織されることになった。
冒険者は、当代随一の採掘師であるギルドマスター「アダルベルタ」に協力して、
因縁を抱える「アマジナ鉱山社の副社長」との諍いを解決へと導くことに。"
55,67620,0,8,18,2,114749,114149,114449,"採掘師クエスト 2","","ギルドマスター「アダルベルタ」と採掘師「ディープ・キャニオン」の、
誤解が発端となったすれ違いは、冒険者の助力によって解決とあいなった。
騒動のさなかで振るった腕を見込まれた冒険者は、
イシュガルドに雇われた傭兵団からの仕事を任されることになる。"
56,68094,0,8,18,3,114750,114150,114450,"採掘師クエスト 3","","「迅風傭兵団」が行う資源調査に協力した冒険者は、
その技術で稀少な鉱物を掘り当て、彼らの危機を救うのだった。
ギルドマスター「アダルベルタ」は、さらなる成長を遂げた冒険者に、
今度はイディルシャイアの工房からもちこまれた、とある依頼を紹介する。"
57,65549,0,8,19,1,114751,114151,114451,"園芸師クエスト 1","","黒衣森の恵みを得るには、森の護る「精霊」の許可が必要であったことから、
彼らの言葉を円滑に受け取るための組織が生まれ、後の「園芸師ギルド」となった。
自然を慈しむギルドマスター「フフチャ」のもとで園芸師の務めを学びながら、
冒険者は、彼女の抱える森と戦を巡る悩みに触れる。"
58,67588,0,8,19,2,114752,114152,114452,"園芸師クエスト 2","","一時は引退をも考えるほど悩んでいたギルドマスター「フフチャ」だったが、
冒険者の尽力によって、園芸師としての情熱を取り戻すのだった。
そして、新たな仕事をフフチャから託された冒険者は、
園芸師ギルドへ取材にきた「週刊レイヴンの記者」とともに、クルザスへと向かう。"
59,68160,0,8,19,3,114753,114153,114453,"園芸師クエスト 3","","アバラシア雲海で園芸師「バジール」と協力し、雲海開拓を進める冒険者の姿は、
週刊レイヴンの記者「ムジ・ミュリラー」の記事をとおして、大きな反響を呼んだ。
園芸師として名を上げた冒険者は、ギルドマスター「フフチャ」の誘いを受けて、
次なる農業支援の地、イディルシャイアの「グリーングラブ菜園」へと赴く。"
60,66654,0,8,20,1,114754,114154,114454,"漁師クエスト 1","","漁業が盛んなリムサ・ロミンサでは、「網組」と呼ばれる漁師の互助組織がある。
そんな綱組のなかでも、最大規模を誇るのが「漁師ギルド」だ。
自由奔放なギルドマスター「ワワラゴ」と実務を代行する「シシプ」のもとで、
冒険者は、依頼者たちのお目当ての品を釣り上げ、漁師としての腕を磨く。"
61,67625,0,8,20,2,114755,114155,114455,"漁師クエスト 2","","伝説の「大海蛇」出現という噂によって、黒渦団が禁漁を命じる事態となったが、
冒険者が見間違えられた大魚を釣り上げたことで、漁は解禁となるのだった。
凄腕の漁師として巷を騒がせた冒険者は、世界を巡る「旅の釣り人」と知り合い、
イシュガルドの地で、彼とともに釣り道楽の道を邁進していく。"
62,68435,0,8,20,3,114756,114156,114456,"漁師クエスト 3","","旅の釣り道楽「アンソールム」は故郷の領地で暴君と化した弟から民を守るため、
冒険者が釣った魚から継承権を示す指輪を取り戻し、弟との対決に挑むのだった。
イシュガルドから帰還した冒険者は、ギルドマスター「ワワラゴ」の友人の、
とある「サハギン族」と交流し、「海の流星」なる魚の行方を追うことになる。"
63,65801,0,4,21,1,114757,114157,114457,"剣術士クエスト","","ウルダハの国民的娯楽として名高い「コロセウム」の傍らには、
剣闘士チャンピオンを多く輩出する、誉れ高き「剣術士ギルド」がある。
ギルドマスター「ミラ」のもとで剣と盾を手に取った冒険者は、
名剣を振う「謎の男」と出会い、ウルダハの暗部へと足を踏み入れるのだった。"
64,65855,0,4,22,1,114758,114158,114458,"斧術士クエスト","","古くから、「斧」という道具は「船」と親密な関係にあることから、
「斧術士ギルド」は、海都リムサ・ロミンサにとって象徴的存在のひとつとなった。
ギルドマスター「ヴィルンズーン」のもとで冒険者は斧術を体得し、
窮地を救った「少年」の願いを叶えるべく、因縁の魔物討伐へと挑む。"
65,65977,0,6,23,1,114759,114159,114459,"幻術士クエスト","","黒衣森の精霊、そしてその声を聞くことができる「道士」たちによって、
生命に働きかける魔法「幻術」は発展し、「幻術士ギルド」へと受け継がれてきた。
冒険者は、ギルドマスター「エ・スミ・ヤン」に師事し、
とある問題を抱える「少女」とともに、幻術士としての在り方を学んでいく。"
66,65997,0,5,24,1,114760,114160,114460,"巴術士クエスト","","南洋諸島から持ち込まれた当時、「巴術」は限られた者の魔法であったが、
リムサ・ロミンサでは後に、開かれた後継育成の場「巴術士ギルド」が設立された。
不在のギルドマスターに代わってギルド運営にあたる「トゥビルゲイム」、
そして変わり者の「指導員」とともに、冒険者は巴術の命題へと取り組む。"
67,66103,0,5,25,1,114761,114161,114461,"格闘士クエスト","","ウルダハの「コロセウム」でおこなわれた「拳闘興行」を契機に、
格闘術の使い手が数多と集い、拳闘士「コーネリア」はその中で頭角を現した。
彼女の道場を起源とする「格闘士ギルド」のギルドマスター「ハモン」、
そして「同門の仲間」とともに、冒険者はギルドを揺るがす一大事に立ち向かう。"
68,65975,0,5,26,1,114762,114162,114462,"槍術士クエスト","","グリダニア建国以前より身近な存在だった「槍術」は、
元鬼哭隊隊長「ミスタル」が「槍術士ギルド」を開いたことで急速に発展した。
冒険者は、ギルドマスター「イウェイン」のもとで槍術を修練し、
「道場破り」との対峙をとおして、槍術士の持つべき「勇気」を会得していく。"
69,65691,0,5,27,1,114763,114163,114463,"双剣士クエスト","","リムサ・ロミンサの一角にある、「エーデルワイス商会」の倉庫。
その真の姿は、影から海都の治安を守る武装組織「双剣士ギルド」の拠点だ。
ギルドマスター「ジャック」を始めとする「掟」の番人たちと協力し、
冒険者は、ラノシアで暗躍する掟破りたちに制裁を下す。"
70,65612,0,5,28,1,114764,114164,114464,"弓術士クエスト","","エレゼン族の「長弓術」、そしてミコッテ族の「短弓術」が交わり、
グリダニアの「弓術」が確立された末に、「弓術士ギルド」は誕生した。
ギルドマスター「ルシアヌ」の教えで、冒険者は弓術の腕を磨き、
悩みと向き合う「兄姉弟子」とともに、黒衣森を騒がす不法者たちを射貫く。"
71,65889,0,5,29,1,114765,114165,114465,"呪術士クエスト","","ナル・ザル教団による葬送の儀式をとおして「呪術」は磨き抜かれ、
それゆえ、ウルダハの「アルダネス聖櫃堂」には「呪術士ギルド」が併設されている。
長男「ココブキ」を筆頭とするギルドマスター五兄弟のもとで魔力の扱いを学ぶなか、
冒険者は、彼らの「もうひとりの弟」を巡る騒動に巻き込まれていくのだった。"
72,66596,0,4,21,2,114772,114172,114472,"ナイトクエスト 1","","ウルダハ王家を守護する近衛兵団「銀冑団」が、「ナイトの戦技」を一般に公開した。
銀冑団総長「ジェンリンス」の目的は、戦技の伝授と引き換えに有力な冒険者の、
協力を得て、失墜した銀冑団の威信を取り戻すことにあるらしい。
冒険者は、騎士たちとの共闘の中で、「己の騎士道」を見定めることに。"
73,67573,0,4,21,3,114773,114173,114473,"ナイトクエスト 2","","失われし「聖剣オウスキーパー」を探す旅に出た「ソルクザギル」の消息が途絶えた。
冒険者は、彼の弟子である少年「コンスタン」とともにその足跡を追い、
ドラヴァニアの奥深くまで旅をすることとなる。
その道中に待っていたのは、一握の謎と、「真の騎士」へと至る試練であった。"
74,68111,0,4,21,4,114774,114174,114474,"ナイトクエスト 3","","「真の騎士」へと至り、自由騎士としての新たな歩みを進めた冒険者の下に、
歴史ある「ウル王杯闘技会」が復古されるとの報せが舞い込む。
剣術の腕を見込まれ、その招待状を受け取った冒険者は、
エオルゼア各地から集められた剣豪たちとの勝負に臨むことになるのだが……。"
75,68746,0,4,21,5,114775,114175,114475,"ナイトクエスト 4","","第一世界に夜闇を取り戻した冒険者は、原初世界にて懐かしき知人と再会する。
彼、銀冑団総長「ジェンリンス」によれば、
剣術士ギルドマスター「ミラ」の様子が、近頃どうも妙なのだとか。
様子をうかがうために剣術士ギルドを訪ねた冒険者が、そこで出会う者とは……。"
76,66590,0,4,22,2,114776,114176,114476,"戦士クエスト 1","","北アバラシア山脈の「戦士の里」に伝わる戦技、
それは、心の奥底に潜む獣性「原初の魂」を奮わせる驚異の技だという。
しかしそこには、理性を失い狂戦士と化す危険も秘められていた。
冒険者は戦士の復興を望む「キュリアス・ゴージ」とともに、己が原初の魂と向き合う。"
77,66137,0,4,22,3,114777,114177,114477,"戦士クエスト 2","","戦士の戦技を復興するため、修行に励む「キュリアス・ゴージ」だが、
その最中に原初の魂に飲まれて理性を失い、己の弱さを痛感することとなった。
冒険者は彼とともに「新たな戦技」を求めて各地をめぐり、
幾多の戦いを潜り抜けることで、さらなる高みを目指すことになるのだが……。"
78,68440,0,4,22,4,114778,114178,114478,"戦士クエスト 3","","原初の魂を御した「キュリアス・ゴージ」は、兄「ブロークン・マウンテン」とともに、
黒渦団に教官として招かれ、新設された戦士隊の指導に励んでいた。
こうして、戦士の戦技を広めるという夢に向かって、まい進する兄弟の下に、
はるか東方より、ひとりの女性がやって来たことで、大騒動が巻き起こる。"
79,68748,0,4,22,5,114779,114179,114479,"戦士クエスト 4","","第一世界に夜闇を取り戻した冒険者は、原初世界にて懐かしき知人と再会する。
「キュリアス・ゴージ」は、近頃どうも修行に集中できていないらしい。
彼はその原因が愛だと語り、麗しの「ドルゴノ」に会いに一路アジムステップへ旅立つ。
一方のドルゴノはエオルゼアを訪れていた。嗚呼、すれ違いの物語はどこへ行き着くのか。"
