key,0,1,2,3,4,5,6,7
35,"ステルス効果アップ",0,0,0,0,30,0,0
36,"ステルス効果アップII",0,0,0,0,40,0,0
37,"ステルス効果アップIII",0,0,0,0,50,0,0
38,"オートプロスペクト",5426,16,2,0,0,17,0
39,"ステルス効果アップ",0,0,0,0,30,0,0
40,"ステルス効果アップII",0,0,0,0,40,0,0
41,"ステルス効果アップIII",0,0,0,0,50,0,0
42,"ツリーウィスパラー",5455,17,11,0,0,18,0
43,"ツリーウィスパラーII",5456,17,16,0,0,18,0
44,"ツリーウィスパラーIII",5457,17,21,0,0,18,0
45,"ツリーウィスパラーIV",5458,17,26,0,0,18,0
46,"十二神の加護効果アップ",5459,17,41,0,0,18,0
47,"十二神の加護効果アップII",5460,17,50,0,0,18,0
48,"ストーンウィスパラー",5430,16,11,0,0,17,0
49,"ストーンウィスパラーII",5431,16,16,0,0,17,0
50,"ストーンウィスパラーIII",5432,16,21,0,0,17,0
51,"ストーンウィスパラーIV",5433,16,26,0,0,17,0
52,"十二神の加護効果アップ",5434,16,41,0,0,17,0
53,"十二神の加護効果アップII",5435,16,50,0,0,17,0
54,"砂海釣り",5483,18,35,0,0,19,0
55,"雲海釣り",5484,18,45,0,0,19,0
56,"ステルス効果アップ",0,0,0,0,30,0,0
57,"ステルス効果アップII",0,0,0,0,40,0,0
58,"ステルス効果アップIII",0,0,0,0,50,0,0
59,"ガルアイ",5479,18,15,0,15,19,0
60,"ガルアイII",0,0,0,0,35,0,0
61,"ガルアイIII",0,0,0,0,50,0,0
62,"泳がせ釣り効果アップ",5482,18,40,0,0,19,0
63,"エーテルフロー効果アップ",0,0,0,0,0,0,0
64,"ＩＮＴアップ",0,0,0,0,0,0,0
65,"ＩＮＴアップII",0,0,0,0,0,0,0
66,"アクションダメージ・回復量アップ",5185,26,20,0,10,68,0
67,"エーテルフロー効果アップII",0,0,0,0,0,0,0
68,"ＩＮＴアップIII",0,0,0,0,0,0,0
69,"アクションダメージ・回復量アップII",5186,26,40,0,30,68,0
70,"エーテルフロー効果アップIII",0,0,0,0,0,0,0
71,"ＳＴＲアップ",9004,0,2,0,5,0,0
72,"最大ＨＰアップ",9001,0,3,0,10,0,0
73,"命中率アップ",9010,0,5,0,5,0,0
74,"クリティカルアップ",9012,0,6,0,15,0,0
75,"ＳＴＲアップ",9004,0,8,0,5,0,0
76,"最大ＨＰアップ",9001,0,9,0,10,0,0
77,"ＳＴＲアップ",9004,0,2,0,5,0,0
78,"最大ＨＰアップ",9001,0,3,0,5,0,0
79,"命中率アップ",9010,0,5,0,5,0,0
80,"クリティカルアップ",9012,0,6,0,15,0,0
81,"ＳＴＲアップ",9004,0,8,0,10,0,0
82,"攻撃速度アップ",9013,0,9,0,-10,0,0
83,"ＭＮＤアップ",9008,0,2,0,10,0,0
84,"最大ＨＰアップ",9001,0,3,0,5,0,0
85,"命中率アップ",9010,0,5,0,5,0,0
86,"クリティカルアップ",9012,0,6,0,15,0,0
87,"ＭＮＤアップ",9008,0,8,0,15,0,0
88,"最大ＨＰアップ",9001,0,9,0,5,0,0
89,"ＤＥＸアップ",0,0,0,0,0,0,0
90,"落下ダメージ軽減",5401,29,14,0,10,93,0
91,"ＤＥＸアップII",0,0,0,0,0,0,0
92,"ＤＥＸアップIII",0,0,0,0,0,0,0
93,"移動速度アップ",5403,29,20,0,10,93,0
94,"ニメーヤの加護",5436,16,42,0,0,17,0
95,"ストーンウィスパラーV",5437,16,53,67617,0,17,0
96,"ステルス効果アップIV",0,0,0,0,54,0,0
97,"ステルス効果アップV",0,0,0,0,57,0,0
98,"ステルス効果アップVI",0,0,0,0,60,0,0
99,"ニメーヤの加護",5461,17,42,0,0,18,0
100,"ツリーウィスパラーV",5462,17,53,67585,0,18,0
101,"ステルス効果アップIV",0,0,0,0,54,0,0
102,"ステルス効果アップV",0,0,0,0,57,0,0
103,"ステルス効果アップVI",0,0,0,0,60,0,0
104,"ガルアイIV",0,0,0,0,55,0,0
105,"ガルアイV",0,0,0,0,60,0,0
106,"浮島釣り",5488,18,53,67622,0,19,0
107,"ステルス効果アップIV",0,0,0,0,54,0,0
108,"ステルス効果アップV",0,0,0,0,57,0,0
109,"ステルス効果アップVI",0,0,0,0,60,0,0
110,"溶岩釣り",5489,18,55,67623,0,19,0
111,"魔泉釣り",5490,18,58,67624,0,19,0
112,"ＶＩＴアップ",0,0,0,0,0,0,0
113,"ＶＩＴアップII",0,0,0,0,0,0,0
114,"ＶＩＴアップIII",0,0,0,0,0,0,0
115,"ＤＥＸアップ",0,0,0,0,0,0,0
116,"ＤＥＸアップII",0,0,0,0,0,0,0
117,"アクションダメージアップ",6002,31,20,0,10,96,0
118,"ＤＥＸアップIII",0,0,0,0,0,0,0
119,"アクションダメージアップII",6003,31,40,0,20,96,0
120,"ＭＮＤアップ",0,0,0,0,0,0,0
121,"ＭＮＤアップII",0,0,0,0,0,0,0
122,"アクションダメージ・回復量アップ",6102,33,20,0,10,99,0
123,"ＭＮＤアップIII",0,0,0,0,0,0,0
124,"ベネフィク効果アップ",6105,33,36,0,15,99,0
125,"アクションダメージ・回復量アップII",6103,33,40,0,30,99,0
126,"ステルス効果アップVII",0,0,0,0,64,0,0
127,"ステルス効果アップVIII",0,0,0,0,67,0,0
128,"ステルス効果アップIX",0,0,0,0,70,0,0
129,"ステルス効果アップVII",0,0,0,0,64,0,0
130,"ステルス効果アップVIII",0,0,0,0,67,0,0
131,"ステルス効果アップIX",0,0,0,0,70,0,0
132,"ステルス効果アップVII",0,0,0,0,64,0,0
133,"ステルス効果アップVIII",0,0,0,0,67,0,0
134,"ステルス効果アップIX",0,0,0,0,70,0,0
135,"塩湖釣り",5499,18,68,0,0,19,0
136,"ガルアイVI",0,0,0,0,65,0,0
137,"ガルアイVII",0,0,0,0,70,0,0
138,"品質精査",6976,8,63,67978,2,9,0
139,"品質精査",6976,9,63,68152,2,10,0
140,"品質精査",6976,10,63,68131,2,11,0
141,"品質精査",6976,11,63,68136,2,12,0
142,"品質精査",6976,12,63,68146,2,13,0
143,"品質精査",6976,13,63,67968,2,14,0
144,"品質精査",6976,14,63,67973,2,15,0
145,"品質精査",6976,15,63,68141,2,16,0
146,"魔匠の閃き",0,0,0,0,0,0,0
147,"魔匠の閃き",0,0,0,0,0,0,0
148,"魔匠の閃き",0,0,0,0,0,0,0
149,"魔匠の閃き",0,0,0,0,0,0,0
150,"魔匠の閃き",0,0,0,0,0,0,0
151,"魔匠の閃き",0,0,0,0,0,0,0
152,"魔匠の閃き",0,0,0,0,0,0,0
153,"魔匠の閃き",0,0,0,0,0,0,0
154,"オートファゾム",5497,18,61,68458,0,19,0
155,"フィッシュウィスパラー",0,0,0,0,0,0,0
156,"かばう効果アップ",5209,0,0,0,-20,0,0
157,"ウォークライ効果アップ",5259,21,66,0,0,22,0
158,"ブラックブラッド",6059,32,62,0,0,98,0
159,"ブラックブラッドII",6060,32,66,0,0,98,0
160,"闘気充填アップ",5234,20,38,0,80,21,0
161,"羅刹衝マスタリー",5235,0,0,0,2,0,0
162,"ランスマスタリー",5284,22,64,0,0,23,0
163,"紅の竜血",5285,22,70,68450,0,23,0
164,"毒刃",0,0,0,0,0,0,0
165,"集気法",5411,30,62,0,6,92,0
166,"縮地効果アップ",5412,30,64,0,0,92,0
167,"ぶんどる効果アップ",5413,30,66,0,0,92,0
168,"バイトマスタリー",5309,23,64,0,0,24,0
169,"エンピリアルアロー効果アップ",5310,23,68,0,0,24,0
170,"ショットマスタリー",0,0,0,0,0,0,0
171,"サンダーマスタリー",5357,25,45,66612,0,26,0
172,"サンダーマスタリーII",5358,25,64,0,0,26,0
173,"アンブラルハート効果アップ",5359,0,0,0,-34,0,0
174,"エノキアン効果アップ",5360,25,70,68128,5,26,0
175,"コラプションマスタリー",5376,0,0,0,0,0,0
176,"ルインラ効果アップ",5377,0,0,0,0,0,0
177,"コラプションマスタリーII",5378,0,0,0,0,0,0
178,"トランス・バハムート効果アップ",5380,27,70,68165,0,28,0
179,"ストーンマスタリー",5333,6,18,0,0,53,0
180,"エアロマスタリー",5334,6,46,0,0,53,0
181,"ストーンマスタリーII",5336,24,54,67257,0,25,0
182,"ストーンマスタリーIII",5337,24,64,0,0,25,0
183,"シークレットリリーII",5338,0,0,0,20,0,0
184,"炎法マスタリーII",5392,28,64,0,0,29,0
185,"エーテルフローリキャストタイム短縮",0,0,0,0,100,0,0
186,"コンバスマスタリー",6109,33,46,0,0,99,0
187,"マレフィクマスタリー",6110,33,54,67558,0,99,0
188,"マレフィクマスタリーII",6111,33,64,0,0,99,0
189,"ライトスピード効果アップ",6101,33,68,0,-300,99,0
190,"オート山師の直感",0,0,0,0,60,0,0
191,"オート開拓者の手",0,0,0,0,60,0,0
192,"GP回復量アップ",5444,16,70,68094,1,17,0
193,"GP回復量アップ",5469,17,70,68160,1,18,0
194,"GP回復量アップ",5498,18,70,68435,1,19,0
195,"ジョルト効果アップ",6201,35,62,0,0,112,0
196,"シークレットリリー",5335,24,52,67256,0,25,0
197,"ＩＮＴアップ",0,0,0,0,0,0,0
198,"ＩＮＴアップII",0,0,0,0,0,0,0
199,"ＩＮＴアップIII",0,0,0,0,0,0,0
200,"アクションダメージ・回復量アップ",5185,35,20,0,10,112,0
201,"アクションダメージ・回復量アップII",5186,35,40,0,30,112,0
202,"ＳＴＲアップ",0,0,0,0,0,0,0
203,"ＳＴＲアップII",0,0,0,0,0,0,0
204,"ＳＴＲアップIII",0,0,0,0,0,0,0
205,"毒刃II",0,0,0,0,0,0,0
206,"ジョルラ効果アップ",0,0,0,0,0,0,0
207,"神聖魔法マスタリー",5210,19,64,0,-50,20,0
208,"剣気マスタリーII",6151,34,62,0,5,111,0
209,"忠義マスタリー",5211,19,35,66592,0,20,0
210,"ＭＮＤアップ",0,0,0,0,0,0,0
211,"ＭＮＤアップII",0,0,0,0,0,0,0
212,"ＭＮＤアップIII",0,0,0,0,0,0,0
213,"エンキンドル効果アップ",5379,0,0,0,-600,0,0
214,"炎法マスタリー",5394,28,54,67209,0,29,0
215,"剣気マスタリー",6152,34,52,0,0,111,0
216,"連続魔",6203,35,1,0,0,112,0
217,"ルインマスタリー",5395,26,30,65997,0,69,0
218,"バーサクマスタリー",5260,21,70,68440,0,22,0
219,"ラーニング",6251,36,1,0,0,129,0
220,"アクションダメージ・回復量アップ",5185,36,10,0,10,129,0
221,"アクションダメージ・回復量アップII",5186,36,20,0,20,129,0
222,"アクションダメージ・回復量アップIII",5187,36,30,0,30,129,0
223,"アクションダメージ・回復量アップIV",5188,36,40,0,40,129,0
224,"アクションダメージ・回復量アップV",5189,36,50,0,50,129,0
225,"ステルス効果アップX",0,0,0,0,74,0,0
226,"ステルス効果アップXI",0,0,0,0,77,0,0
227,"ステルス効果アップXII",0,0,0,0,80,0,0
228,"ステルス効果アップX",0,0,0,0,74,0,0
229,"ステルス効果アップXI",0,0,0,0,77,0,0
230,"ステルス効果アップXII",0,0,0,0,80,0,0
231,"ステルス効果アップX",0,0,0,0,74,0,0
232,"ステルス効果アップXI",0,0,0,0,77,0,0
233,"ステルス効果アップXII",0,0,0,0,80,0,0
234,"ガルアイVIII",0,0,0,0,75,0,0
235,"ガルアイIX",0,0,0,0,80,0,0
236,"GP回復量アップII",5449,16,80,0,2,17,0
237,"GP回復量アップII",5474,17,80,0,2,18,0
238,"GP回復量アップII",5496,18,80,0,2,19,0
239,"GP回復量アップIII",5441,16,83,0,3,17,0
240,"GP回復量アップIII",5466,17,83,0,3,18,0
241,"GP回復量アップIII",5486,18,83,0,3,19,0
242,"石工の理効果アップ",5442,16,90,0,50,17,0
243,"老農の知効果アップ",5467,17,90,0,50,18,0
244,"ビッグフィッシャー",5485,18,15,0,0,19,0
245,"闘気充填アップII",5238,20,74,0,100,21,0
246,"シバルリー",5212,19,58,0,0,20,0
247,"ランスマスタリーII",5288,22,76,0,0,23,0
248,"",0,0,0,0,0,0,0
249,"インナービースト",5261,21,35,66586,0,22,0
250,"活殺自在効果アップ",5414,30,76,0,0,92,0
251,"アクションダメージアップ",6351,38,50,0,10,150,0
252,"幻扇",6352,38,30,0,0,150,0
253,"アクションダメージアップII",6353,38,60,0,20,150,0
254,"アン・アヴァン効果アップ",6354,38,68,0,2,150,0
255,"エスプリ",6355,38,76,0,0,150,0
256,"アン・アヴァン効果アップII",6356,38,78,0,3,150,0
257,"ソイルチャージ",6301,37,30,0,0,149,0
258,"ブルータルシェル効果アップ",6302,37,52,0,0,149,0
259,"デンジャーゾーンマスタリー",6303,37,80,0,0,149,0
260,"レイジ・オブ・ハルオーネマスタリー",5213,19,60,67573,0,20,0
261,"プロミネンス効果アップ",5214,19,72,0,0,20,0
262,"シェルトロン効果アップ",5215,19,74,0,0,20,0
263,"レクイエスカット効果アップ",5216,19,80,0,0,20,0
264,"忠義の剣",5217,19,76,0,0,20,0
265,"原初の魂マスタリー",5262,21,54,66124,0,22,0
266,"スチールサイクロンマスタリー",5263,21,60,66137,0,22,0
267,"原初の混沌",5264,21,72,0,0,22,0
268,"インナービーストマスタリー",5265,21,74,0,0,22,0
269,"スリル・オブ・バトル効果アップ",5258,21,78,0,0,22,0
270,"",0,0,0,0,0,0,0
271,"暗黒マスタリー",6062,32,74,0,0,98,0
272,"プランジカット効果アップ",6063,32,78,0,2,98,0
273,"疾風の極意",0,0,0,0,0,0,0
274,"紅蓮の構え効果アップ",5237,0,0,0,0,0,0
275,"ジャンプマスタリー",5286,22,74,0,0,23,0
276,"竜血マスタリー",5287,22,78,0,0,23,0
277,"居合術効果アップ",6153,34,74,0,0,111,0
278,"風月・風花効果アップ",6154,34,78,0,0,111,0
279,"縮地効果アップII",5415,30,74,0,2,92,0
280,"集気法II",5416,30,78,0,0,92,0
281,"",0,0,0,0,0,0,0
282,"ストレートショットマスタリー",5311,23,70,68430,0,24,0
283,"クイックノック効果アップ",5304,23,72,0,0,24,0
284,"バイトマスタリーII",5312,23,76,0,0,24,0
285,"ヘヴィショットマスタリー",5313,23,76,0,0,24,0
286,"軍神のパイオン効果アップ",5314,23,78,0,0,24,0
287,"ソウルボイス",5315,23,80,0,0,24,0
288,"スプリットショットマスタリー",6010,31,54,67243,0,96,0
289,"スラッグショットマスタリー",6011,31,60,67248,0,96,0
290,"クリーンショットマスタリー",6012,31,64,0,0,96,0
291,"ホットショットマスタリー",6016,31,76,0,0,96,0
292,"チャージアクション効果アップ",6013,31,74,0,3,96,0
293,"ワイルドファイア効果アップ",6014,31,78,0,0,96,0
294,"プロモーション",6015,31,80,0,0,96,0
295,"フリーズ効果アップ",5361,25,58,0,0,26,0
296,"極性マスタリー",5362,7,1,0,0,55,0
297,"ポリグロット効果アップ",5363,25,80,0,0,26,0
298,"トランス・バハムート効果アップII",5676,0,0,0,0,0,0
299,"エギアサルト効果アップ",5677,0,0,0,0,0,0
300,"トライディザスター効果アップ",5678,0,0,0,0,0,0
301,"ベイン効果アップ",5679,0,0,0,0,0,0
302,"トランス・フェニックス効果アップ ",5680,0,0,0,0,0,0
303,"スキャッターマスタリー",6207,35,66,0,0,112,0
304,"デプラスマン効果アップ",6204,35,72,0,0,112,0
305,"マナフィケーション効果アップ",6205,35,78,0,-100,112,0
306,"赤魔法マスタリー",6206,35,74,0,-100,112,0
307,"エアロマスタリーII",5339,24,72,0,0,25,0
308,"ストーンマスタリーIV",5340,24,72,0,0,25,0
309,"ハート・オブ・ソラス効果アップ",5341,24,74,0,0,25,0
310,"アサイラム効果アップ",5342,24,78,0,0,25,0
311,"コラプションマスタリーII",5701,28,72,0,0,29,0
312,"炎法マスタリーIII",5702,28,72,0,0,29,0
313,"野戦治療の陣効果アップ",5703,28,78,0,0,29,0
314,"コンバスマスタリーII",6112,33,72,0,0,99,0
315,"マレフィクマスタリーIII",6113,33,72,0,0,99,0
316,"ディグニティ効果アップ",6114,33,78,0,2,99,0
317,"タンクマスタリー",5190,1,1,0,-20,38,0
318,"タンクマスタリー",5190,3,1,0,-20,44,0
319,"タンクマスタリー",5190,32,1,0,-20,98,0
320,"タンクマスタリー",5190,37,1,0,-20,149,0
321,"激成魔効果アップ",5364,25,74,0,-300,26,0
322,"エノキアン効果アップII",5365,25,78,0,10,26,0
323,"",0,0,0,0,0,0,0
324,"コラプションマスタリー",5376,28,26,0,0,29,0
325,"オートトゥルー・オブ・ミネラル",5427,16,60,0,0,17,0
326,"オートトゥルー・オブ・フォレスト",5452,17,60,0,0,18,0
327,"オートトゥルー・オブ・オーシャン",5476,18,70,68458,0,19,0
328,"オートスニーク",5428,16,27,0,0,17,0
329,"オートスニーク",5453,17,27,0,0,18,0
330,"オートスニーク",5477,18,27,0,0,19,0
331,"十二神の加護効果アップIII",5440,16,71,0,0,17,0
332,"十二神の加護効果アップIII",5465,17,71,0,0,18,0
333,"バウンティフルイールドマスタリー",5429,16,68,68093,0,17,0
334,"アナースマスタリー",0,0,0,0,0,0,0
335,"直感選別マスタリー",0,0,0,0,0,0,0
336,"バウンティフルハーベストマスタリー",5454,17,68,68159,0,18,0
337,"リーフターンマスタリー",0,0,0,0,0,0,0
338,"直感選別マスタリー",0,0,0,0,0,0,0
339,"作業マスタリー",6979,8,31,0,0,9,0
340,"作業マスタリー",6980,9,31,0,0,10,0
341,"作業マスタリー",6981,10,31,0,0,11,0
342,"作業マスタリー",6982,11,31,0,0,12,0
343,"作業マスタリー",6983,12,31,0,0,13,0
344,"作業マスタリー",6984,13,31,0,0,14,0
345,"作業マスタリー",6985,14,31,0,0,15,0
346,"作業マスタリー",6986,15,31,0,0,16,0
347,"突貫作業マスタリー",6978,8,63,0,0,9,0
348,"突貫作業マスタリー",6978,9,63,0,0,10,0
349,"突貫作業マスタリー",6978,10,63,0,0,11,0
350,"突貫作業マスタリー",6978,11,63,0,0,12,0
351,"突貫作業マスタリー",6978,12,63,0,0,13,0
352,"突貫作業マスタリー",6978,13,63,0,0,14,0
353,"突貫作業マスタリー",6978,14,63,0,0,15,0
354,"突貫作業マスタリー",6978,15,63,0,0,16,0
355,"アウトバースト効果アップ",5681,0,0,0,0,0,0
356,"製作練習",6987,8,15,0,0,9,1
357,"製作練習",6987,9,15,0,0,10,1
358,"製作練習",6987,10,15,0,0,11,1
359,"製作練習",6987,11,15,0,0,12,1
360,"製作練習",6987,12,15,0,0,13,1
361,"製作練習",6987,13,15,0,0,14,1
362,"製作練習",6987,14,15,0,0,15,1
363,"製作練習",6987,15,15,0,0,16,1
364,"疾風迅雷",5239,2,1,0,0,41,0
365,"疾風迅雷効果アップ",5230,2,20,0,0,41,0
366,"疾風迅雷効果アップII",5231,20,40,0,0,21,0
367,"疾風迅雷効果アップIII",5240,20,76,0,0,21,0
368,"アクションダメージ・回復量アップ",5185,40,20,0,10,181,0
369,"アクションダメージ・回復量アップII",5186,40,40,0,30,181,0
370,"アダーガル",6451,40,45,0,0,181,0
371,"賢学の誓い",6452,40,54,0,0,181,0
372,"賢学の誓いII",6453,40,64,0,0,181,0
373,"アダースティング",6454,40,66,0,0,181,0
374,"攻撃魔法マスタリー",6455,40,72,0,0,181,0
375,"ケーラコレ効果アップ",6456,40,78,0,0,181,0
376,"攻撃魔法マスタリーII",6457,40,82,0,0,181,0
377,"回復アクション効果アップ",6826,40,85,0,0,181,0
378,"ゾーエ効果アップ",6458,40,88,0,-300,181,0
379,"ソウルゲージ",6401,39,50,0,0,180,0
380,"デスサイズマスタリー",6402,39,60,0,0,180,0
381,"アヴァターアビリティ効果アップ",6403,39,70,0,0,180,0
382,"ヘルズゲート効果アップ",6404,39,74,0,0,180,0
383,"ソウルスキル効果アップ",6405,39,78,0,2,180,0
384,"シュラウドゲージ",6406,39,80,69614,0,180,0
385,"アルケインクレスト効果アップ",6407,39,84,0,0,180,0
386,"レムールシュラウド効果アップ",6408,39,86,0,0,180,0
387,"アルケインサークル効果アップ",6409,39,88,0,0,180,0
388,"インナークワイエット",6988,8,11,0,0,9,0
389,"インナークワイエット",6988,9,11,0,0,10,0
390,"インナークワイエット",6988,10,11,0,0,11,0
391,"インナークワイエット",6988,11,11,0,0,12,0
392,"インナークワイエット",6988,12,11,0,0,13,0
393,"インナークワイエット",6988,13,11,0,0,14,0
394,"インナークワイエット",6988,14,11,0,0,15,0
395,"インナークワイエット",6988,15,11,0,0,16,0
396,"模範作業マスタリー",6989,8,82,0,0,9,0
397,"模範作業マスタリー",6989,9,82,0,0,10,0
398,"模範作業マスタリー",6989,10,82,0,0,11,0
399,"模範作業マスタリー",6989,11,82,0,0,12,0
400,"模範作業マスタリー",6989,12,82,0,0,13,0
401,"模範作業マスタリー",6989,13,82,0,0,14,0
402,"模範作業マスタリー",6989,14,82,0,0,15,0
403,"模範作業マスタリー",6989,15,82,0,0,16,0
404,"下地作業マスタリー",6990,8,86,0,0,9,0
405,"下地作業マスタリー",6991,9,86,0,0,10,0
406,"下地作業マスタリー",6992,10,86,0,0,11,0
407,"下地作業マスタリー",6993,11,86,0,0,12,0
408,"下地作業マスタリー",6994,12,86,0,0,13,0
409,"下地作業マスタリー",6995,13,86,0,0,14,0
410,"下地作業マスタリー",6996,14,86,0,0,15,0
411,"下地作業マスタリー",6997,15,86,0,0,16,0
412,"シェルトロンマスタリー",5218,19,82,0,0,20,0
413,"インターベンション効果アップ",5219,19,82,0,0,20,0
414,"神聖魔法マスタリーII",5220,19,84,0,0,20,0
415,"スピリッツウィズインマスタリー",5221,19,86,0,0,20,0
416,"ディヴァインヴェール効果アップ",5222,19,88,0,0,20,0
417,"シェイクオフ効果アップ",5266,21,76,0,0,22,0
418,"原初の直感マスタリー",5267,21,82,0,0,22,0
419,"原初の猛り効果アップ",5268,21,82,0,0,22,0
420,"エクリブリウム効果アップ",5269,21,84,0,0,22,0
421,"オンスロート効果アップ",5270,21,88,0,3,22,0
422,"アンメンド効果アップ",6064,32,84,0,0,98,0
423,"影身具現効果アップII",6066,32,90,0,0,98,0
424,"ハート・オブ・ストーンマスタリー",6304,37,82,0,0,149,0
425,"オーロラ効果アップ",6305,37,84,0,2,149,0
426,"コンティニュエーション効果アップ",6306,37,86,0,0,149,0
427,"ソイルチャージ効果アップ",6307,37,88,0,0,149,0
428,"鉄山靠マスタリー",5241,20,54,67564,0,21,0
429,"空鳴拳マスタリー",5242,20,74,0,0,21,0
430,"壊神衝マスタリー",5243,20,82,0,0,21,0
431,"抜重歩法効果アップ",5244,20,84,0,3,21,0
432,"桃園結義効果アップ",5245,20,88,0,0,21,0
433,"踏鳴効果アップ",5246,20,60,67567,0,21,0
434,"蒼の竜血",5289,22,54,67228,0,23,0
435,"クルザントーメント効果アップ",5290,22,82,0,0,23,0
436,"スパインダイブ効果アップ",5291,22,84,0,2,23,0
437,"ランスマスタリーIII",5292,22,86,0,0,23,0
438,"ライフサージ効果アップ",5277,22,88,0,2,23,0
439,"集気法III",5417,30,84,0,0,92,0
440,"命水効果アップ",5418,30,88,0,0,92,0
441,"雷遁の術効果アップ",5419,30,90,0,0,92,0
442,"燕返し効果アップ",6155,34,84,0,2,111,0
443,"明鏡止水効果アップ",6156,34,88,0,2,111,0
444,"クイックノックマスタリー",5316,23,82,0,0,24,0
445,"ブラッドレッター効果アップ",5317,23,84,0,3,24,0
446,"エイペックスアロー効果アップ",5318,23,86,0,0,24,0
447,"トルバドゥール効果アップ",5319,23,88,0,-300,24,0
448,"戦歌効果アップ",5320,23,90,0,0,24,0
449,"スプレッドショットマスタリー",6017,31,82,0,0,96,0
450,"整備効果アップ",6018,31,84,0,2,96,0
451,"クイーンズ・ガンビット",6019,31,86,0,0,96,0
452,"タクティシャン効果アップ",6020,31,88,0,-300,96,0
453,"テクニカルフィニッシュ効果アップ",6357,38,82,0,0,150,0
454,"エスプリ効果アップ",6358,38,84,0,0,150,0
455,"フラリッシュ効果アップ",6359,38,86,0,0,150,0
456,"守りのサンバ効果アップ",6360,38,88,0,-300,150,0
457,"攻めのタンゴ効果アップ",6361,38,90,0,0,150,0
458,"極性マスタリーII",5366,7,20,0,0,55,0
459,"極性マスタリーIII",5367,7,35,0,0,55,0
460,"エノキアン",5368,25,56,67217,0,26,0
461,"ファウル効果アップ",5369,25,80,0,0,26,0
462,"極性マスタリーIV",5370,25,82,0,0,26,0
463,"マナフォント効果アップ",5371,25,84,0,-600,26,0
464,"激成魔効果アップII",5372,25,88,0,2,26,0
465,"極性マスタリーV",5373,25,90,0,0,26,0
466,"エーテルチャージ効果アップ",5396,26,15,66639,0,69,0
467,"エーテルチャージ効果アップII",5397,26,22,0,0,69,0
468,"サモン・ルビーマスタリー",5682,27,30,66627,0,28,0
469,"サモン・トパーズマスタリー",5683,27,35,66628,0,28,0
470,"サモン・エメラルドマスタリー",5684,27,45,66631,0,28,0
471,"エンキンドル",5685,27,50,66632,0,28,0
472,"",0,0,0,0,0,0,0
473,"ルインマスタリーII",5687,27,54,67638,0,28,0
474,"エーテルチャージマスタリー",5690,27,58,67640,0,28,0
475,"エナジーサイフォン効果アップ",5691,27,62,0,0,28,0
476,"ルインマスタリーIII",5688,27,72,0,0,28,0
477,"アウトバーストマスタリー",5692,27,74,0,0,28,0
478,"アウトバーストマスタリーII",5693,27,82,0,0,28,0
479,"ルインマスタリーIV",5689,27,84,0,0,28,0
480,"守りの光効果アップ",5694,27,88,0,2,28,0
481,"エンキンドルII",5695,27,90,0,0,28,0
482,"魔法剣効果アップ",6208,35,68,0,0,112,0
483,"赤魔法マスタリーII",6209,35,82,0,0,112,0
484,"赤魔法マスタリーIII",6210,35,84,0,0,112,0
485,"アクセラレーション効果アップ",6211,35,88,0,2,112,0
486,"マナフィケーション効果アップII",6212,35,90,0,0,112,0
