key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
61,11,61833,6,60,10,15,3,1000,0,251,0,"エウレカ：水風属性討伐数2","自身より-2以上のエレメンタルレベルを持つ水・風属性のエネミーを60体倒す",0
62,11,61833,7,20,10,5,3,1000,0,251,0,"エウレカ：アンデッド討伐数1","自身と同等以上のエレメンタルレベルを持つアンデッド系エネミーを20体倒す",0
63,11,61833,8,40,10,15,3,1000,0,251,0,"エウレカ：アンデッド討伐数2","自身と同等以上のエレメンタルレベルを持つアンデッド系エネミーを40体倒す",0
64,11,61833,9,10,10,5,3,1000,0,251,0,"エウレカ：スプライト討伐数1","自身と同等以上のエレメンタルレベルを持つスプライト系エネミーを10体倒す",0
65,11,61833,10,20,10,15,3,1000,0,251,0,"エウレカ：スプライト討伐数2","自身と同等以上のエレメンタルレベルを持つスプライト系エネミーを20体倒す",0
66,10,61820,14,1,0,0,8,5000,0,224,0,"ロード・オブ・ヴァーミニオン：対戦回数1","ロード・オブ・ヴァーミニオンで1回対戦する",0
67,10,61820,16,5,0,0,8,12000,0,224,0,"ロード・オブ・ヴァーミニオン：対戦回数3","ロード・オブ・ヴァーミニオンで5回対戦する",0
68,8,61812,3,3,0,0,6,5000,0,0,372,"攻略任務：達成回数","攻略任務を3回達成する",0
69,10,61820,17,2,0,0,8,5000,0,0,68737,"ドマ式麻雀：対戦回数","ドマ式麻雀にて、プレイヤー対戦に2回参加する",0
70,3,61809,1,5,5,15,3,1000,0,0,0,"F.A.T.E.：最高評価回数1","F.A.T.E.で最高評価を5回獲得する",788400
71,3,61809,2,10,5,15,3,2000,0,0,0,"F.A.T.E.：最高評価回数2","F.A.T.E.で最高評価を10回獲得する",788400
72,5,61816,3,5,5,10,3,2000,0,0,95,"アイテム分解","アイテム分解を5回実行する　※クラフタークラスの場合のみ、経験値報酬を獲得",0
73,10,61820,13,1,0,0,8,3000,0,0,69566,"トリプルトライアド：トーナメント参加","オフィシャルトーナメントに1回参加し、報酬を受け取る",0
74,11,61847,11,100,0,0,11,1000,0,0,70179,"無人島開拓：素材獲得数","無人島開拓で素材を100個獲得する",0
75,11,61847,12,20,0,0,11,1000,0,0,70179,"無人島開拓：島産品生産数","無人島開拓で島産品を20個生産・出荷する",0
76,0,0,0,0,0,0,0,0,0,0,0,"","",0
77,0,0,0,0,0,0,0,0,0,0,0,"","",0
78,0,0,0,0,0,0,0,0,0,0,0,"","",0
79,0,0,0,0,0,0,0,0,0,0,0,"","",0
80,0,0,0,0,0,0,0,0,0,0,0,"","",0
81,0,0,0,0,0,0,0,0,0,0,0,"","",0
82,0,0,0,0,0,0,0,0,0,0,0,"","",0
83,0,0,0,0,0,0,0,0,0,0,0,"","",0
84,0,0,0,0,0,0,0,0,0,0,0,"","",0
85,0,0,0,0,0,0,0,0,0,0,0,"","",0
86,0,0,0,0,0,0,0,0,0,0,0,"","",0
87,0,0,0,0,0,0,0,0,0,0,0,"","",0
