key,0,1,2,3,4,5,6,7,8,9,10
82,4,6,0,-1,0,0,0,"誘引香の罠で「アントホーク」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
83,4,5,0,-1,0,0,0,"誘引香の罠で「キラーアント」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
84,4,5,0,-1,0,0,0,"誘引香の罠で「スペックルド・ハラック」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
85,4,5,0,-1,0,0,0,"誘引香の罠で「ウェルキニクス」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
86,4,5,0,-1,0,0,0,"誘引香の罠で「トリケラトプス」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
87,4,2,0,-1,0,0,0,"誘引香の罠で「ブラキオレイドス・ベイビー」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
88,4,5,0,-1,0,0,0,"誘引香の罠で「ルナンティシー」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
89,4,5,0,-1,0,0,0,"誘引香の罠で「ゼウグロドン」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第一段階完了を確認した。","引き続き、探索の障害となる危険生物を駆除せよ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
90,7,1,0,-1,0,0,0,"「イースタリー・サヌワ」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
91,7,1,0,-1,0,0,0,"「セルフィ」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
92,8,3,0,-1,0,0,0,"誘引香の罠で「ディプロカウルス」を誘き寄せて討伐","こちらアインハルト管制……
探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","ただし、今回の標的は手強い相手だ。
周辺地域の探索に拘らず、討伐に集中されたし。"
93,7,1,0,-1,0,0,0,"「エイジレス・メリアエ」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
