key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000048,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"",30351,1,5,1,66701,3,0,0
2000049,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,False,"",24153,1,1,1,66702,5,0,0
2000050,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"",30351,1,1,1,66702,3,0,0
2000051,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,False,"",22646,1,1,1,66702,3,0,0
2000052,"ファイアキャンディ",0,"ファイアキャンディ",0,0,1,0,0,False,"",22624,1,1,1,66708,3,0,0
2000053,"ウィンドキャンディ",0,"ウィンドキャンディ",0,0,1,0,0,False,"",22625,1,1,1,66708,3,0,0
2000054,"アースキャンディ",0,"アースキャンディ",0,0,1,0,0,False,"",22626,1,1,1,66708,3,0,0
2000055,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"",30351,1,5,1,66709,3,0,0
2000056,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,False,"",24153,1,1,1,66710,5,0,0
2000057,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"",30351,1,1,1,66710,3,0,0
2000058,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,False,"",22645,1,1,1,66710,3,0,0
2000061,"琥珀色の薬液",0,"琥珀色の薬液",0,0,1,0,0,False,"",20661,1,3,1,65663,3,0,0
2000062,"チゴーの卵袋",0,"チゴーの卵袋",0,0,1,0,0,False,"",22623,1,8,1,65664,3,0,0
2000071,"アノールの卵",0,"アノールの卵",0,0,1,0,0,False,"",25251,1,4,1,65661,3,0,0
2000074,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"",24305,1,1,1,65621,3,0,0
2000075,"アメッタの豆袋",0,"アメッタの豆袋",0,0,1,0,0,False,"",22623,1,6,1,65639,3,0,0
2000076,"エメリア宛ての手紙",0,"エメリア宛ての手紙",0,0,1,0,0,False,"",26151,1,1,1,65635,3,0,0
2000077,"コチューの若葉",0,"コチューの若葉",0,0,1,0,0,False,"",25201,1,4,1,65634,0,0,0
2000079,"フ・ミバスの封書",0,"フ・ミバスの封書",0,0,1,0,0,False,"",25918,0,1,1,65560,0,0,0
2000080,"糧秣袋",0,"糧秣袋",0,0,1,0,0,False,"",22623,0,1,1,65570,0,0,0
2000081,"骨製の穂先",0,"骨製の穂先",0,0,1,0,0,False,"",22303,0,1,1,65574,0,0,0
2000082,"蜜蝋の保革油",0,"蜜蝋の保革油",0,0,1,0,0,False,"",22636,0,1,1,65574,0,0,0
2000083,"丈夫な荒縄",0,"丈夫な荒縄",0,0,1,0,0,False,"",26103,0,1,1,65574,0,0,0
2000084,"アーゼマローズの実",0,"アーゼマローズの実",0,0,1,0,0,False,"",25302,1,6,1,65577,0,0,0
2000085,"新鮮なギサールの野菜",0,"新鮮なギサールの野菜",0,0,1,0,0,False,"",25218,1,1,1,66698,3,0,0
2000092,"ローズレットの種子",0,"ローズレットの種子",0,0,1,0,0,False,"",22623,1,6,1,65692,3,0,0
2000093,"新鮮なダイアマイトウェブ",0,"新鮮なダイアマイトウェブ",0,0,1,0,0,False,"",21664,1,6,1,65693,3,0,0
2000094,"蜂漬けの毒酒",0,"蜂漬けの毒酒",0,0,1,0,0,False,"",24403,1,1,1,65694,3,0,0
2000095,"小さな火種",0,"小さな火種",0,0,1,0,0,False,"",30352,1,1,1,65695,3,0,0
2000096,"レイアの卵",0,"レイアの卵",0,0,1,0,0,False,"",25252,1,1,1,65697,3,0,0
2000097,"ケーシャの封書",0,"ケーシャの封書",0,0,1,0,0,False,"",25918,1,1,1,0,3,0,0
2000098,"緋色の虫油",0,"緋色の虫油",0,0,1,0,0,False,"",20641,1,6,1,65567,0,0,0
2000099,"蜂の死骸",0,"蜂の死骸",0,0,1,0,0,False,"",22623,1,4,1,65694,3,0,0
2000100,"気の抜けたエール",0,"気の抜けたエール",0,0,1,0,0,False,"",20643,1,3,1,65696,3,0,0
2000101,"アーゼマローズの香油",0,"アーゼマローズの香油",0,0,1,0,0,False,"",20663,1,2,1,65556,3,0,0
2000102,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,False,"",21451,1,1,1,65571,0,0,0
2000103,"朽葉色の香油",0,"朽葉色の香油",0,0,1,0,0,False,"",22636,1,1,1,0,3,0,0
2000104,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,False,"",21002,1,1,1,65644,3,0,0
2000105,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,False,"",21002,1,1,1,65645,3,0,0
2000119,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"",24305,1,1,1,65659,3,0,0
2000120,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"",24305,1,1,1,65660,3,0,0
2000121,"濁りなき清水",0,"濁りなき清水",0,0,1,0,0,False,"",22614,1,1,1,65628,3,0,0
2000122,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,False,"",21451,1,1,1,65679,0,0,0
2000123,"魔導フォトセル",0,"魔導フォトセル",0,0,1,0,0,False,"",22625,1,99,1,0,0,0,0
2000124,"キャリオンチゴーの卵袋",0,"キャリオンチゴーの卵袋",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000125,"ゾンビーの遺留物",0,"ゾンビーの遺留物",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000126,"大ぶりの蜜蜂",0,"大ぶりの蜜蜂",0,0,1,0,0,False,"",27002,0,99,1,0,0,0,0
2000127,"ヌメヌメ若葉",0,"ヌメヌメ若葉",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000128,"密猟された皮革",0,"密猟された皮革",0,0,1,0,0,False,"",21002,0,99,1,0,0,0,0
2000136,"無記名の封書",0,"無記名の封書",0,0,1,0,0,False,"",25918,1,1,1,65685,3,0,0
2000137,"剣闘士フランツのポスター",0,"剣闘士フランツのポスター",0,0,1,0,0,False,"",25906,1,3,1,65689,3,1,1
2000138,"シュルーの粗皮",0,"スナッピングシュルーから採れる毛皮",0,0,1,0,0,False,"",21809,1,5,1,65699,3,0,0
2000140,"生温かい麻袋",0,"生温かい麻袋",0,0,1,0,0,False,"",22628,1,1,1,65709,3,0,0
2000141,"測量記録書",0,"測量記録書",0,0,1,0,0,False,"",26151,1,1,1,65711,3,0,0
2000142,"ボッグヤーゾンの甲殻",0,"ボッグヤーゾンの甲殻",0,0,1,0,0,False,"",22252,1,4,1,65733,0,0,0
2000143,"トモシビタケ",0,"トモシビタケ",0,0,1,0,0,False,"",25402,1,1,1,65731,3,0,0
2000144,"アブラムシ",0,"アブラムシ",0,0,1,0,0,False,"",27003,1,1,1,65707,3,0,0
2000146,"測量道具箱",0,"測量道具箱",0,0,1,0,0,False,"",21002,1,2,1,65711,3,0,0
2000147,"測量用の荒縄",0,"測量用の荒縄",0,0,1,0,0,False,"",26103,1,1,1,65711,3,0,0
2000148,"東アルデナード商会の荷物",0,"東アルデナード商会の荷物",0,0,1,0,0,False,"",21003,1,3,1,65758,3,0,0
2000149,"サボテン水",0,"サボテン水",0,0,1,0,0,False,"",20642,1,4,1,65759,3,0,0
2000150,"ファファフォノの荷物",0,"ファファフォノの荷物",0,0,1,0,0,False,"",21003,1,3,1,65761,3,0,0
2000151,"ファンガーの毒胞子袋",0,"ファンガーの毒胞子袋",0,0,1,0,0,False,"",25403,0,99,1,0,0,0,0
2000152,"建材用コチューのつる",0,"建材用コチューのつる",0,0,1,0,0,False,"",26103,0,99,1,0,0,0,0
2000153,"天然磁石",0,"天然磁石",0,0,1,0,0,False,"",21209,1,3,1,65764,3,0,0
2000154,"黄銅製のルアー",0,"黄銅製のルアー",0,0,1,0,0,False,"",27055,1,2,1,65765,3,0,0
2000164,"コブランの虫油",0,"コブランの虫油",0,0,1,0,0,False,"",20663,1,4,1,65763,3,0,0
2000165,"モモディ宛の手紙",0,"モモディ宛の手紙",0,0,1,0,0,False,"",25918,1,1,1,65766,3,0,0
2000168,"アントリングの大顎",0,"アントリングの大顎",0,0,1,0,0,False,"",22205,1,5,1,65841,3,0,0
2000169,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"",22202,1,1,1,0,3,0,0
2000170,"大ぶりの銀鉱 ",0,"大ぶりの銀鉱 ",0,0,1,0,0,False,"",21211,1,1,1,0,3,0,0
2000177,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"",22202,1,8,1,65862,3,0,0
2000185,"愛用の釣竿",0,"愛用の釣竿",0,0,1,0,0,False,"",38201,1,1,1,65921,3,0,0
2000186,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000187,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000188,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000189,"冷水入りの水瓶",0,"冷水入りの水瓶",0,0,1,0,0,False,"",25055,1,1,1,0,3,0,0
2000191,"見慣れぬ革袋",0,"見慣れぬ革袋",0,0,1,0,0,False,"",25919,1,1,1,65915,3,0,0
2000192,"ニメーヤリリーの花束",0,"ニメーヤリリーの花束",0,0,1,0,0,False,"",22627,1,3,1,65919,3,0,0
2000193,"千年果実",0,"千年果実",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000196,"エールウィンの薬草トニック",0,"エールウィンの薬草トニック",0,0,1,0,0,False,"",20661,1,1,1,65930,3,0,0
2000197,"古めかしい陶器",0,"古めかしい陶器",0,0,1,0,0,False,"",25055,1,1,1,65931,3,0,0
2000198,"バラまかれたギル貨幣",0,"バラまかれたギル貨幣",0,0,1,0,0,False,"",25919,1,5,1,65932,3,0,0
2000199,"パンプキンの引替伝票",0,"パンプキンの引替伝票",0,0,1,0,0,False,"",25906,1,1,1,65839,3,0,0
2000200,"アンテロープの塩漬け肉",0,"アンテロープの塩漬け肉",0,0,1,0,0,False,"",24353,1,1,1,0,3,0,0
2000201,"装飾具の注文書",0,"装飾具の注文書",0,0,1,0,0,False,"",26151,1,1,1,65701,3,0,0
2000203,"ムントゥイ豆入りの木箱",0,"ムントゥイ豆入りの木箱",0,0,1,0,0,False,"",21003,1,1,1,0,3,0,0
2000204,"小さな幻具",0,"小さな幻具",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000205,"小さな幻具",0,"小さな幻具",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000206,"狩猟道具箱",0,"狩猟道具箱",0,0,1,0,0,False,"",21002,1,3,1,0,3,0,0
2000209,"アンテロープの臓物",0,"アンテロープの臓物",0,0,1,0,0,False,"",29002,1,4,1,0,3,0,0
2000210,"オチューの若葉",0,"オチューの若葉",0,0,1,0,0,False,"",25201,1,4,1,0,3,0,0
2000211,"新鮮なモールの肉",0,"新鮮なモールの肉",0,0,1,0,0,False,"",25155,1,2,1,65840,3,0,0
2000212,"大ぶりの銀鉱",0,"大ぶりの銀鉱",0,0,1,0,0,False,"",21215,1,1,1,65843,3,0,0
2000214,"オロボンの白身",0,"オロボンの白身",0,0,1,0,0,False,"",29002,1,4,1,65858,3,0,0
2000215,"六識の鮮血",0,"六識の鮮血",0,0,1,0,0,False,"",22601,1,4,1,0,3,0,0
2000216,"アマジナ印の木箱",0,"アマジナ印の木箱",0,0,1,0,0,False,"",21002,1,3,1,65844,3,0,0
2000217,"ナルディク＆ヴィメリー社の封書",0,"ナルディク＆ヴィメリー社の封書",0,0,1,0,0,False,"",25918,1,1,1,65942,3,0,0
2000218,"ワフフのお手製弁当",0,"ララフェルの弁当",0,0,1,0,0,False,"",22641,1,4,1,65945,3,0,0
2000219,"ライトニングスプライトの核",0,"ライトニングエレメンタルの核",0,0,1,0,0,False,"",21265,1,3,1,65946,3,0,0
2000220,"傷のないジャッカルの牙",0,"ハイエナの牙",0,0,1,0,0,False,"",22303,1,4,1,65947,3,0,0
2000221,"ドードーの腐肉",0,"ドードーの腐肉",0,0,1,0,0,False,"",24353,1,1,1,65952,3,0,0
2000222,"ヴィクトリー号の帆布",0,"ヴィクトリー号の操舵輪",0,0,1,0,0,False,"",21602,1,1,1,65951,3,0,0
2000223,"ヴィクトリー号の操舵輪",0,"ヴィクトリー号の索具",0,0,1,0,0,False,"",21003,1,1,1,65951,3,0,0
2000224,"ヴィクトリー号の索具",0,"ヴィクトリー号の帆布",0,0,1,0,0,False,"",20910,1,1,1,65951,3,0,0
2000225,"ラノシア・リリーベル",0,"ラノシア・リリーベル",0,0,1,0,0,False,"",25022,1,1,1,65953,3,0,0
2000228,"泥まみれの土器",0,"泥まみれの土器",0,0,1,0,0,False,"",25054,1,5,1,0,3,0,0
2000229,"魔力を感じる剣",0,"魔力を感じる剣",0,0,1,0,0,False,"",30426,1,1,1,65981,3,0,0
2000230,"不快な臭いの虫ダンゴ",0,"不快な臭いの虫ダンゴ",0,0,1,0,0,False,"",21005,1,2,1,65583,3,0,0
2000231,"骨細工の警笛",0,"骨細工の警笛",0,0,1,0,0,False,"",25919,1,3,1,0,3,0,0
2000232,"フルフラワーの蜂蜜酒",0,"フルフラワーの蜂蜜酒",0,0,1,0,0,False,"",25057,1,1,1,65974,3,0,0
2000233,"バルーンの小指",0,"バルーンの小指",0,0,1,0,0,False,"",25911,1,6,1,65974,3,0,0
2000234,"コッファー＆コフィンの注文票",0,"コッファー＆コフィンの注文票",0,0,1,0,0,False,"",26153,1,4,1,65860,3,0,0
2000235,"鈍色の錬金薬",0,"鈍色の錬金薬",0,0,1,0,0,False,"",24403,1,1,1,65591,3,0,0
2000236,"血塗れたボアの牙",0,"血塗れたボアの牙",0,0,1,0,0,False,"",22301,1,10,1,65592,3,0,0
2000237,"落ちた積荷",0,"落ちた積荷",0,0,1,0,0,False,"",21003,1,2,1,65923,3,0,0
2000238,"ナナモパンプキン",0,"ナナモパンプキン",0,0,1,0,0,False,"",25210,1,1,1,65839,3,0,0
2000239,"可愛いジンジャークッキー",0,"可愛いジンジャークッキー",0,0,1,0,0,False,"",24051,1,4,1,65856,3,0,0
2000240,"ルクロの封書",0,"ルクロの封書",0,0,1,0,0,False,"",25918,1,1,1,65982,3,0,0
2000241,"鉱山鉄道の時刻表",0,"鉱山鉄道の時刻表",0,0,1,0,0,False,"",26151,1,1,1,65925,3,0,0
2000242,"飼葉用ギサールの野菜",0,"飼葉用ギサールの野菜",0,0,1,0,0,False,"",25218,1,3,1,65910,3,0,0
2000243,"六識の鮮血",0,"六識の鮮血",0,0,1,0,0,False,"",22601,1,1,1,65974,3,0,0
2000244,"邪教の念珠",0,"邪教の念珠",0,0,1,0,0,False,"",21265,1,99,1,0,0,0,0
2000245,"光り輝く指輪",0,"光り輝く指輪",0,0,1,0,0,False,"",54421,1,1,1,65687,3,0,0
2000246,"特製ザリガニボール",0,"特製ザリガニボール",0,0,1,0,0,False,"",21003,1,1,1,65922,3,0,0
2000247,"ムントゥイ豆",0,"ムントゥイ豆",0,0,1,0,0,False,"",22628,1,1,1,65922,3,0,0
2000248,"真新しい板金鎧",0,"真新しい板金鎧",0,0,1,0,0,False,"",48008,1,1,1,65922,3,0,0
2000249,"ミューヌの封書",0,"ミューヌの封書",0,0,1,0,0,False,"",25918,1,1,1,65983,3,0,0
2000250,"桐の小箱",0,"",0,0,1,0,0,False,"",21002,1,1,1,65984,3,0,0
2000251,"密猟された皮革",0,"密猟された皮革",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000252,"失われた品",0,"失われた品",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000253,"石兵の欠片",0,"石兵の欠片",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000254,"アーススプライトの核",0,"アーススプライトの核",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000255,"奪われた荷",0,"奪われた荷",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000256,"サボテンの果肉",0,"サボテンの果肉",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000257,"石兵のソウルストーン",0,"石兵のソウルストーン",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000258,"海賊の略奪品",0,"海賊の略奪品",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000259,"血文字の紙片",0,"血文字の紙片",0,0,1,0,0,False,"",26151,1,99,1,0,0,0,0
2000260,"小さな鍵",0,"小さな鍵",0,0,1,0,0,False,"",25904,1,99,1,0,0,0,0
2000261,"白百合の鍵",0,"白百合の鍵",0,0,1,0,0,False,"",25902,1,99,1,0,0,0,0
2000262,"紅薔薇の鍵",0,"紅薔薇の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000263,"宿り木の鍵",0,"宿り木の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000264,"黄撫子の鍵",0,"黄撫子の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000265,"調査地域のメープル原木",0,"調査地域のメープル原木",0,0,1,0,0,False,"",22408,0,99,1,0,0,0,0
2000266,"調査地域のメープルの枝",0,"調査地域のメープルの枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000267,"トレントのどんぐり",0,"トレントのどんぐり",0,0,1,0,0,False,"",25304,0,99,1,0,0,0,0
2000268,"アッシュの若木",0,"アッシュの若木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000269,"アッシュの若枝",0,"アッシュの若枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000270,"東岸のミスルトゥ",0,"東岸のミスルトゥ",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000271,"たき火用の薪",0,"たき火用の薪",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000272,"たき火用の樹皮",0,"たき火用の樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000273,"不純物のないラテックス",0,"不純物のないラテックス",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000274,"不純物まじりのラテックス",0,"不純物まじりのラテックス",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000275,"択伐地のアッシュ原木",0,"択伐地のアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000276,"択伐地のアッシュの枝",0,"択伐地のアッシュの枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000277,"良質なアッシュ原木",0,"良質なアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000278,"天柱樹の根",0,"天柱樹の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000279,"天柱樹の樹皮",0,"天柱樹の樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000280,"天柱樹の丈夫な根",0,"天柱樹の丈夫な根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000281,"オチューの種子",0,"オチューの種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000282,"コチューの枯葉",0,"コチューの枯葉",0,0,1,0,0,False,"",21662,0,99,1,0,0,0,0
2000283,"胞子が張り付いた樹皮",0,"胞子が張り付いた樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000284,"虫が巣喰った樹皮",0,"虫が巣喰った樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000285,"大ぶりのチェスナット",0,"大ぶりのチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000286,"虫食いチェスナット",0,"虫食いチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000287,"黄金のチェスナット",0,"黄金のチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000288,"西岸のミスルトゥ",0,"西岸のミスルトゥ",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000289,"柵に適したアッシュ原木",0,"柵に適したアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000290,"細すぎるアッシュ原木",0,"細すぎるアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000291,"ローズレットの種子",0,"ローズレットの種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000292,"ローズレットの枯葉",0,"ローズレットの枯葉",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000293,"ローズレットの芽吹いた種子",0,"ローズレットの芽吹いた種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000294,"ハキダメ草",0,"ハキダメ草",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000295,"クチナシ草",0,"クチナシ草",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000296,"特濃メープル樹液",0,"特濃メープル樹液",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000297,"不純物まじりのメープル樹液",0,"不純物まじりのメープル樹液",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000298,"印が刻まれた樹皮",0,"印が刻まれた樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000299,"新緑色の苔",0,"新緑色の苔",0,0,1,0,0,False,"",22649,0,99,1,0,0,0,0
2000300,"大イバラの蜜",0,"大イバラの蜜",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000301,"大イバラのトゲ",0,"大イバラのトゲ",0,0,1,0,0,False,"",22304,0,99,1,0,0,0,0
2000302,"乾燥ムントゥイ豆",0,"乾燥ムントゥイ豆",0,0,1,0,0,False,"",25353,0,99,1,0,0,0,0
2000303,"ティノルカアヤメ",0,"ティノルカアヤメ",0,0,1,0,0,False,"",21651,0,99,1,0,0,0,0
2000304,"露出した樹木の根",0,"露出した樹木の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000305,"干からびた根",0,"干からびた根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000306,"丈夫な樹木の根",0,"丈夫な樹木の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000307,"上質のガラゴミント",0,"上質のガラゴミント",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000308,"囓られたガラゴミント",0,"囓られたガラゴミント",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000309,"ゲルモラ時代の古銭",0,"ゲルモラ時代の古銭",0,0,1,0,0,False,"",25916,0,99,1,0,0,0,0
2000310,"錆ついた金属片",0,"錆ついた金属片",0,0,1,0,0,False,"",20817,0,99,1,0,0,0,0
2000311,"伸びすぎた枝",0,"伸びすぎた枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000312,"枯葉",0,"枯葉",0,0,1,0,0,False,"",25217,0,99,1,0,0,0,0
2000313,"アカトゲの実",0,"アカトゲの実",0,0,1,0,0,False,"",25023,0,99,1,0,0,0,0
2000314,"アカトゲの葉",0,"アカトゲの葉",0,0,1,0,0,False,"",25213,0,99,1,0,0,0,0
2000315,"ブラックシュラウドアップル",0,"ブラックシュラウドアップル",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000316,"毛虫",0,"毛虫",0,0,1,0,0,False,"",27004,0,99,1,0,0,0,0
2000317,"謎めいたキノコ",0,"謎めいたキノコ",0,0,1,0,0,False,"",25407,0,99,1,0,0,0,0
2000318,"菌のついた木釘",0,"菌のついた木釘",0,0,1,0,0,False,"",22305,0,99,1,0,0,0,0
2000319,"模擬戦用の長槍",0,"",0,0,1,0,0,False,"",31816,0,99,1,0,0,0,0
2000320,"堆肥袋",0,"",0,0,1,0,0,False,"",25356,0,99,1,0,0,0,0
2000321,"マイトの卵",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000322,"シロカサダケ",0,"",0,0,1,0,0,False,"",25402,0,99,1,0,0,0,0
2000323,"トラバサミ",0,"",0,0,1,0,0,False,"",27241,0,99,1,0,0,0,0
2000324,"鎮めの清水",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,1,0,0
2000325,"アンテロープのモモ肉",0,"",0,0,1,0,0,False,"",25153,0,99,1,0,0,0,0
2000326,"妖異全集「腐臭漂わせし者」の頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000327,"秘蔵の蜂蜜酒",0,"",0,0,1,0,0,False,"",25057,0,99,1,0,0,0,0
2000328,"妖異全集「邪眼輝かせし者」の頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000329,"妖異全集「不浄なる者」の頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000330,"アダマンタスの卵",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000331,"密猟された獣皮",0,"",0,0,1,0,0,False,"",22015,0,99,1,0,0,0,0
2000332,"ウォータースプライトの核",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,3,0,0
2000333,"大きな花粉塊",0,"",0,0,1,0,0,False,"",25007,1,99,1,0,3,0,0
2000335,"ヴァルチャーの胸肉",0,"",0,0,1,0,0,False,"",25158,0,99,1,0,0,0,0
2000336,"オロボンの刺身",0,"",0,0,1,0,0,False,"",29002,0,99,1,0,0,0,0
2000337,"汚れた日記帳",0,"",0,0,1,0,0,False,"",26002,1,1,1,0,3,0,0
2000338,"フォアマスト宛の荷物",0,"フォアマスト宛の荷物",0,0,1,0,0,False,"",21005,1,1,1,65934,3,0,0
2000339,"デネベール関門宛の荷物",0,"デネベール関門宛の荷物",0,0,1,0,0,False,"",23001,1,1,1,65934,3,0,0
2000340,"ウォータースプライトの核",0,"ウォータースプライトの核",0,0,1,0,0,False,"",22606,1,3,1,65936,3,0,0
